400,0.9477
401,0.9471
402,0.9464
403,0.9475
404,0.9496
405,0.9491
406,0.9494
407,0.9501
408,0.9503
409,0.9512
410,0.9520
411,0.9515
412,0.9531
413,0.9527
414,0.9529
415,0.9543
416,0.9540
417,0.9547
418,0.9561
419,0.9560
420,0.9564
421,0.9549
422,0.9567
423,0.9583
424,0.9604
425,0.9609
426,0.9602
427,0.9599
428,0.9596
429,0.9596
430,0.9599
431,0.9586
432,0.9585
433,0.9604
434,0.9615
435,0.9631
436,0.9635
437,0.9615
438,0.9621
439,0.9622
440,0.9603
441,0.9601
442,0.9592
443,0.9621
444,0.9625
445,0.9624
446,0.9622
447,0.9624
448,0.9616
449,0.9616
450,0.9625
451,0.9619
452,0.9606
453,0.9611
454,0.9609
455,0.9609
456,0.9600
457,0.9596
458,0.9594
459,0.9586
460,0.9581
461,0.9577
462,0.9579
463,0.9579
464,0.9559
465,0.9552
466,0.9557
467,0.9557
468,0.9553
469,0.9555
470,0.9536
471,0.9541
472,0.9537
473,0.9536
474,0.9518
475,0.9523
476,0.9529
477,0.9533
478,0.9517
479,0.9511
480,0.9521
481,0.9525
482,0.9527
483,0.9526
484,0.9531
485,0.9596
486,0.9596
487,0.9579
488,0.9515
489,0.9484
490,0.9480
491,0.9488
492,0.9494
493,0.9499
494,0.9501
495,0.9494
496,0.9475
497,0.9467
498,0.9476
499,0.9465
500,0.9472
501,0.9478
502,0.9482
503,0.9483
504,0.9485
505,0.9486
506,0.9475
507,0.9473
508,0.9477
509,0.9482
510,0.9481
511,0.9487
512,0.9489
513,0.9492
514,0.9493
515,0.9492
516,0.9497
517,0.9497
518,0.9511
519,0.9507
520,0.9510
521,0.9514
522,0.9511
523,0.9505
524,0.9509
525,0.9515
526,0.9525
527,0.9527
528,0.9530
529,0.9529
530,0.9533
531,0.9535
532,0.9523
533,0.9520
534,0.9522
535,0.9541
536,0.9548
537,0.9550
538,0.9558
539,0.9556
540,0.9552
541,0.9557
542,0.9554
543,0.9567
544,0.9561
545,0.9558
546,0.9562
547,0.9569
548,0.9566
549,0.9567
550,0.9574
551,0.9581
552,0.9589
553,0.9592
554,0.9587
555,0.9589
556,0.9593
557,0.9595
558,0.9602
559,0.9604
560,0.9598
561,0.9601
562,0.9599
563,0.9602
564,0.9607
565,0.9601
566,0.9606
567,0.9608
568,0.9630
569,0.9654
570,0.9668
571,0.9648
572,0.9633
573,0.9630
574,0.9632
575,0.9627
576,0.9612
577,0.9603
578,0.9586
579,0.9570
580,0.9583
581,0.9587
582,0.9586
583,0.9591
584,0.9605
585,0.9608
586,0.9609
587,0.9617
588,0.9622
589,0.9621
590,0.9628
591,0.9632
592,0.9620
593,0.9609
594,0.9608
595,0.9602
596,0.9615
597,0.9617
598,0.9606
599,0.9598
600,0.9601
601,0.9602
602,0.9597
603,0.9594
604,0.9597
605,0.9590
606,0.9594
607,0.9596
608,0.9593
609,0.9593
610,0.9599
611,0.9594
612,0.9583
613,0.9581
614,0.9578
615,0.9583
616,0.9585
617,0.9580
618,0.9581
619,0.9573
620,0.9565
621,0.9562
622,0.9569
623,0.9580
624,0.9579
625,0.9576
626,0.9568
627,0.9561
628,0.9555
629,0.9548
630,0.9550
631,0.9549
632,0.9549
633,0.9555
634,0.9554
635,0.9556
636,0.9549
637,0.9548
638,0.9541
639,0.9532
640,0.9524
641,0.9521
642,0.9529
643,0.9533
644,0.9531
645,0.9524
646,0.9529
647,0.9527
648,0.9520
649,0.9514
650,0.9516
651,0.9521
652,0.9515
653,0.9517
654,0.9504
655,0.9474
656,0.9496
657,0.9512
658,0.9522
659,0.9506
660,0.9513
661,0.9515
662,0.9511
663,0.9505
664,0.9506
665,0.9499
666,0.9491
667,0.9491
668,0.9497
669,0.9502
670,0.9501
671,0.9495
672,0.9491
673,0.9500
674,0.9504
675,0.9495
676,0.9500
677,0.9496
678,0.9494
679,0.9491
680,0.9493
681,0.9494
682,0.9492
683,0.9488
684,0.9487
685,0.9475
686,0.9478
687,0.9477
688,0.9479
689,0.9485
690,0.9486
691,0.9483
692,0.9484
693,0.9491
694,0.9489
695,0.9488
696,0.9486
697,0.9483
698,0.9481
699,0.9484
700,0.9489
701,0.9491
702,0.9489
703,0.9477
704,0.9487
705,0.9491
706,0.9482
707,0.9478
708,0.9483
709,0.9496
710,0.9491
711,0.9490
712,0.9487
713,0.9485
714,0.9490
715,0.9490
716,0.9486
717,0.9485
718,0.9494
719,0.9506
720,0.9503
721,0.9497
722,0.9498
723,0.9497
724,0.9479
725,0.9484
726,0.9492
727,0.9497
728,0.9501
729,0.9502
730,0.9507
731,0.9505
732,0.9514
733,0.9506
734,0.9497
735,0.9505
736,0.9507
737,0.9508
738,0.9506
739,0.9499
740,0.9494
741,0.9502
742,0.9511
743,0.9517
744,0.9516
745,0.9518
746,0.9509
747,0.9509
748,0.9511
749,0.9523
750,0.9523
751,0.9520
752,0.9516
753,0.9511
754,0.9508
755,0.9508
756,0.9514
757,0.9519
758,0.9526
759,0.9524
760,0.9518
761,0.9516
762,0.9521
763,0.9520
764,0.9521
765,0.9529
766,0.9529
767,0.9538
768,0.9545
769,0.9542
770,0.9540
771,0.9541
772,0.9543
773,0.9543
774,0.9550
775,0.9559
776,0.9559
777,0.9565
778,0.9535
779,0.9531
780,0.9545
781,0.9551
782,0.9559
783,0.9569
784,0.9567
785,0.9554
786,0.9548
787,0.9538
788,0.9535
789,0.9543
790,0.9553
791,0.9557
792,0.9564
793,0.9566
794,0.9567
795,0.9571
796,0.9566
797,0.9561
798,0.9567
799,0.9568
800,0.9570
801,0.9578
802,0.9581
803,0.9577
804,0.9578
805,0.9566
806,0.9561
807,0.9567
808,0.9575
809,0.9570
810,0.9563
811,0.9579
812,0.9585
813,0.9593
814,0.9604
815,0.9607
816,0.9601
817,0.9584
818,0.9583
819,0.9590
820,0.9599
821,0.9594
822,0.9584
823,0.9583
824,0.9592
825,0.9593
826,0.9593
827,0.9605
828,0.9607
829,0.9620
830,0.9619
831,0.9605
832,0.9603
833,0.9607
834,0.9611
835,0.9601
836,0.9601
837,0.9589
838,0.9584
839,0.9598
840,0.9596
841,0.9595
842,0.9592
843,0.9595
844,0.9599
845,0.9597
846,0.9607
847,0.9608
848,0.9603
849,0.9601
850,0.9598
851,0.9599
852,0.9594
853,0.9601
854,0.9607
855,0.9616
856,0.9613
857,0.9627
858,0.9618
859,0.9631
860,0.9620
861,0.9624
862,0.9621
863,0.9599
864,0.9601
865,0.9593
866,0.9606
867,0.9600
868,0.9598
869,0.9589
870,0.9587
871,0.9591
872,0.9589
873,0.9605
874,0.9592
875,0.9589
876,0.9601
877,0.9609
878,0.9597
879,0.9604
880,0.9609
881,0.9604
882,0.9598
883,0.9601
884,0.9601
885,0.9594
886,0.9594
887,0.9589
888,0.9606
889,0.9603
890,0.9604
891,0.9608
892,0.9603
893,0.9595
894,0.9590
895,0.9589
896,0.9594
897,0.9608
898,0.9615
899,0.9616
