70-100-0_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:30:23
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	577.765
516.122	549.269
516.250	541.286
516.378	536.899
516.506	537.420
516.635	542.538
516.763	550.034
516.891	548.756
517.019	551.790
517.147	547.160
517.275	547.983
517.403	546.017
517.531	553.387
517.660	551.765
517.788	550.630
517.916	552.218
518.044	549.445
518.172	555.160
518.300	553.496
518.428	553.454
518.556	548.765
518.685	555.143
518.813	561.387
518.941	557.555
519.069	557.899
519.197	554.672
519.325	560.756
519.453	563.218
519.581	568.134
519.710	564.218
519.838	565.395
519.966	561.538
520.094	571.277
520.222	570.445
520.350	574.261
520.478	579.403
520.606	574.983
520.735	572.773
520.863	575.176
520.991	584.798
521.119	575.899
521.247	580.975
521.375	587.395
521.503	593.462
521.631	589.739
521.760	587.857
521.888	588.143
522.016	593.412
522.144	595.143
522.272	597.622
522.400	599.908
522.528	600.361
522.656	606.689
522.785	608.924
522.913	607.092
523.041	598.319
523.169	597.622
523.297	606.378
523.425	606.277
523.553	605.462
523.681	608.807
523.810	610.639
523.938	617.891
524.066	610.319
524.194	614.395
524.322	612.857
524.450	605.471
524.578	610.034
524.706	619.151
524.835	609.563
524.963	618.588
525.091	608.328
525.219	606.899
525.347	617.756
525.475	619.151
525.603	607.395
525.731	616.185
525.860	616.328
525.988	609.689
526.116	612.311
526.244	616.681
526.372	612.966
526.500	616.748
526.628	622.689
526.756	613.185
526.885	621.101
527.013	614.050
527.141	619.504
527.269	617.605
527.397	623.294
527.525	619.681
527.653	620.866
527.781	618.723
527.910	629.202
528.038	626.580
528.166	625.185
528.294	620.252
528.422	619.185
528.550	626.134
528.678	631.008
528.806	627.353
528.935	629.622
529.063	630.908
529.191	629.597
529.319	636.588
529.447	635.765
529.575	631.345
529.703	637.689
529.831	638.773
529.960	632.538
530.088	636.328
530.216	636.639
530.344	641.983
530.472	639.538
530.600	640.034
530.728	638.176
530.856	637.454
530.985	640.580
531.113	639.218
531.241	644.622
531.369	644.765
531.497	642.286
531.625	644.235
531.753	640.412
531.881	646.555
532.010	641.748
532.138	641.235
532.266	637.303
532.394	632.613
532.522	632.000
532.650	642.824
532.778	641.218
532.906	640.739
533.035	646.546
533.163	642.664
533.291	633.202
533.419	635.782
533.547	639.252
533.675	637.050
533.803	637.437
533.931	636.328
534.060	636.739
534.188	644.269
534.316	645.437
534.444	642.193
534.572	638.151
534.700	644.571
534.828	647.874
534.956	646.580
535.085	646.706
535.213	652.529
535.341	647.067
535.469	647.706
535.597	653.160
535.725	651.622
535.853	654.639
535.981	651.782
536.110	657.143
536.238	664.101
536.366	665.605
536.494	659.983
536.622	665.471
536.750	664.941
536.878	672.950
537.006	672.101
537.135	675.202
537.263	673.092
537.391	676.361
537.519	678.555
537.647	674.454
537.775	672.185
537.903	678.252
538.031	689.151
538.160	678.092
538.288	684.118
538.416	689.563
538.544	684.824
538.672	686.849
538.800	692.429
538.928	687.580
539.056	697.261
539.185	690.706
539.313	682.101
539.441	701.092
539.569	688.160
539.697	694.454
539.825	696.462
539.953	698.765
540.081	689.983
540.210	693.353
540.338	692.387
540.466	699.059
540.594	695.773
540.722	690.387
540.850	694.765
540.978	698.025
541.106	699.134
541.235	697.731
541.363	699.513
541.491	689.454
541.619	697.664
541.747	696.882
541.875	695.874
542.003	697.866
542.131	704.454
542.260	704.546
542.388	698.731
542.516	699.319
542.644	706.664
542.772	699.361
542.900	702.084
543.028	705.311
543.156	700.849
543.285	702.185
543.413	705.748
543.541	704.622
543.669	709.000
543.797	708.513
543.925	711.084
544.053	703.832
544.181	699.185
544.310	707.815
544.438	699.269
544.566	706.689
544.694	705.697
544.822	709.639
544.950	711.034
545.078	709.202
545.206	704.210
545.335	704.681
545.463	700.487
545.591	704.143
545.719	703.689
545.847	706.950
545.975	707.261
546.103	701.798
546.231	705.420
546.360	704.782
546.488	704.824
546.616	707.437
546.744	701.529
546.872	704.689
547.000	708.445
547.128	703.353
547.256	700.824
547.385	706.076
547.513	701.345
547.641	705.454
547.769	704.832
547.897	705.017
548.025	706.151
548.153	703.933
548.281	701.479
548.410	704.580
548.538	707.395
548.666	707.479
548.794	703.639
548.922	700.958
549.050	711.210
549.178	704.765
549.306	708.849
549.435	712.244
549.563	708.084
549.691	701.521
549.819	713.370
549.947	709.235
550.075	698.328
550.203	705.941
550.331	703.261
550.460	711.546
550.588	711.563
550.716	717.664
550.844	703.252
550.972	708.496
551.100	711.042
551.228	710.387
551.356	707.168
551.485	711.891
551.613	703.622
551.741	706.807
551.869	699.185
551.997	695.748
552.125	701.874
552.253	700.882
552.381	697.731
552.510	703.277
552.638	692.546
552.766	705.034
552.894	693.697
553.022	699.840
553.150	692.311
553.278	701.866
553.406	696.504
553.535	693.941
553.663	694.294
553.791	685.874
553.919	688.748
554.047	699.529
554.175	681.412
554.303	692.765
554.431	685.437
554.560	694.336
554.688	694.513
554.816	690.277
554.944	697.815
555.072	688.067
555.200	688.076
555.328	690.370
555.456	690.218
555.585	690.345
555.713	686.118
555.841	692.471
555.969	682.412
556.097	690.286
556.225	689.664
556.353	694.050
556.481	691.916
556.610	696.210
556.738	698.437
556.866	693.941
556.994	695.210
557.122	696.336
557.250	694.244
557.378	694.403
557.506	695.605
557.635	693.933
557.763	691.126
557.891	704.445
558.019	697.034
558.147	698.193
558.275	689.664
558.403	696.866
558.531	695.773
558.660	688.134
558.788	690.471
558.916	702.387
559.044	687.017
559.172	697.059
559.300	704.689
559.428	699.613
559.556	696.118
559.685	695.782
559.813	690.361
559.941	695.269
560.069	697.487
560.197	694.361
560.325	700.815
560.453	687.790
560.581	702.941
560.710	690.025
560.838	688.538
560.966	688.454
561.094	701.370
561.222	691.403
561.350	689.403
561.478	688.773
561.606	685.849
561.735	680.529
561.863	689.202
561.991	689.319
562.119	686.765
562.247	684.353
562.375	686.546
562.503	683.261
562.631	684.328
562.760	687.597
562.888	683.681
563.016	683.866
563.144	686.563
563.272	685.647
563.400	675.193
563.528	678.882
563.656	680.815
563.785	676.782
563.913	682.050
564.041	676.269
564.169	679.950
564.297	684.756
564.425	672.361
564.553	690.471
564.681	683.824
564.810	680.370
564.938	688.739
565.066	687.143
565.194	692.403
565.322	686.000
565.450	691.143
565.578	694.966
565.706	682.101
565.835	697.437
565.963	687.605
566.091	689.916
566.219	690.345
566.347	691.252
566.475	688.529
566.603	691.000
566.731	693.941
566.860	694.345
566.988	699.294
567.116	701.050
567.244	697.580
567.372	703.210
567.500	701.857
567.628	700.034
567.756	699.958
567.885	713.134
568.013	707.790
568.141	713.462
568.269	710.067
568.397	705.639
568.525	709.050
568.653	715.513
568.781	715.992
568.910	716.689
569.038	714.025
569.166	712.345
569.294	713.462
569.422	711.882
569.550	709.546
569.678	719.605
569.806	717.378
569.935	715.672
570.063	723.269
570.191	720.084
570.319	719.479
570.447	719.067
570.575	720.639
570.703	722.739
570.831	723.983
570.960	717.286
571.088	722.244
571.216	727.966
571.344	724.966
571.472	720.664
571.600	727.370
571.728	723.067
571.856	724.218
571.985	725.244
572.113	726.765
572.241	724.639
572.369	738.370
572.497	722.160
572.625	728.496
572.753	729.664
572.881	732.908
573.010	734.832
573.138	742.025
573.266	742.361
573.394	737.538
573.522	736.605
573.650	736.261
573.778	743.311
573.906	731.622
574.035	741.151
574.163	741.084
574.291	728.899
574.419	745.286
574.547	741.765
574.675	742.387
574.803	737.605
574.931	732.882
575.060	747.403
575.188	741.084
575.316	745.017
575.444	739.067
575.572	742.118
575.700	735.563
575.828	746.882
575.956	748.025
576.085	739.908
576.213	745.664
576.341	731.924
576.469	742.193
576.597	731.882
576.725	744.118
576.853	739.345
576.981	735.630
577.110	742.437
577.238	747.084
577.366	739.706
577.494	737.773
577.622	737.345
577.750	738.462
577.878	734.723
578.006	750.034
578.135	741.487
578.263	736.950
578.391	751.908
578.519	737.185
578.647	745.252
578.775	736.403
578.903	738.908
579.031	744.429
579.160	744.521
579.288	745.319
579.416	744.891
579.544	743.731
579.672	753.639
579.800	744.916
579.928	747.924
580.056	743.689
580.185	751.479
580.313	750.101
580.441	750.798
580.569	755.723
580.697	746.050
580.825	751.361
580.953	757.874
581.081	757.261
581.210	761.756
581.338	757.504
581.466	756.160
581.594	760.218
581.722	755.916
581.850	760.328
581.978	766.227
582.106	761.076
582.235	764.731
582.363	767.370
582.491	769.563
582.619	770.403
582.747	773.571
582.875	767.084
583.003	777.303
583.131	781.874
583.260	777.605
583.388	786.622
583.516	783.311
583.644	777.345
583.772	784.076
583.900	789.059
584.028	793.966
584.156	794.756
584.285	797.975
584.413	790.765
584.541	799.025
584.669	800.605
584.797	801.563
584.925	798.017
585.053	811.286
585.181	804.857
585.310	810.496
585.438	800.395
585.566	805.008
585.694	811.034
585.822	821.008
585.950	822.395
586.078	820.773
586.206	822.622
586.335	820.126
586.463	821.345
586.591	829.143
586.719	822.034
586.847	827.504
586.975	824.672
587.103	837.706
587.231	827.529
587.360	832.664
587.488	832.143
587.616	834.345
587.744	846.975
587.872	832.546
588.000	828.882
588.128	843.496
588.256	834.269
588.385	832.328
588.513	835.899
588.641	835.487
588.769	848.218
588.897	847.874
589.025	833.462
589.153	841.639
589.281	833.134
589.410	846.580
589.538	844.815
589.666	849.445
589.794	840.353
589.922	850.580
590.050	850.420
590.178	839.924
590.306	842.697
590.435	842.731
590.563	846.454
590.691	846.723
590.819	845.345
590.947	855.647
591.075	842.857
591.203	841.513
591.331	851.992
591.460	858.521
591.588	845.790
591.716	848.798
591.844	858.286
591.972	856.874
592.100	846.622
592.228	856.790
592.356	858.706
592.485	852.059
592.613	846.714
592.741	858.471
592.869	855.966
592.997	864.252
593.125	858.109
593.253	870.563
593.381	860.983
593.510	865.353
593.638	863.866
593.766	869.630
593.894	868.244
594.022	865.840
594.150	875.202
594.278	883.134
594.406	870.832
594.535	872.832
594.663	883.202
594.791	888.059
594.919	884.185
595.047	887.647
595.175	889.067
595.303	888.025
595.431	888.849
595.560	887.143
595.688	887.235
595.816	892.412
595.944	892.571
596.072	897.521
596.200	892.504
596.328	896.950
596.456	903.387
596.585	901.269
596.713	908.126
596.841	899.597
596.969	897.983
597.097	904.655
597.225	906.916
597.353	910.151
597.481	921.143
597.610	915.311
597.738	915.462
597.866	913.244
597.994	920.563
598.122	919.605
598.250	915.790
598.378	915.000
598.506	917.941
598.635	915.714
598.763	921.244
598.891	925.193
599.019	927.857
599.147	916.311
599.275	921.950
599.403	921.378
599.531	927.756
599.660	933.042
599.788	936.244
599.916	929.353
600.044	930.739
600.172	938.504
600.300	937.235
600.428	940.008
600.556	941.134
600.685	943.076
600.813	943.361
600.941	967.429
601.069	955.311
601.197	957.076
601.325	957.882
601.453	956.076
601.581	953.706
601.710	966.639
601.838	964.454
601.966	959.857
602.094	965.067
602.222	965.731
602.350	961.958
602.478	967.950
602.606	979.697
602.735	975.622
602.863	986.227
602.991	990.992
603.119	980.462
603.247	988.882
603.375	981.613
603.503	984.622
603.631	993.639
603.760	996.773
603.888	993.109
604.016	992.176
604.144	1001.815
604.272	1000.437
604.400	1008.151
604.528	999.244
604.656	1011.908
604.785	1011.908
604.913	1012.176
605.041	1018.429
605.169	1011.580
605.297	1008.731
605.425	1022.529
605.553	1024.126
605.681	1017.395
605.810	1022.471
605.938	1028.664
606.066	1029.118
606.194	1034.992
606.322	1025.555
606.450	1034.134
606.578	1034.202
606.706	1041.807
606.835	1039.664
606.963	1043.151
607.091	1044.412
607.219	1035.395
607.347	1036.538
607.475	1047.303
607.603	1051.597
607.731	1045.950
607.860	1038.706
607.988	1047.067
608.116	1043.664
608.244	1040.933
608.372	1051.655
608.500	1050.597
608.628	1046.042
608.756	1041.983
608.885	1050.193
609.013	1054.059
609.141	1052.756
609.269	1052.605
609.397	1047.597
609.525	1063.084
609.653	1050.916
609.781	1058.941
609.910	1057.983
610.038	1043.218
610.166	1057.471
610.294	1055.706
610.422	1073.622
610.550	1065.151
610.678	1068.538
610.806	1060.126
610.935	1063.160
611.063	1072.269
611.191	1063.773
611.319	1072.866
611.447	1068.807
611.575	1075.126
611.703	1055.798
611.831	1071.109
611.960	1064.017
612.088	1064.689
612.216	1074.479
612.344	1076.336
612.472	1067.370
612.600	1068.714
612.728	1071.000
612.856	1078.345
612.985	1069.017
613.113	1080.378
613.241	1083.286
613.369	1075.840
613.497	1079.160
613.625	1087.555
613.753	1077.924
613.881	1079.269
614.010	1085.160
614.138	1088.479
614.266	1073.345
614.394	1084.941
614.522	1075.059
614.650	1093.328
614.778	1080.597
614.906	1096.269
615.035	1091.471
615.163	1088.521
615.291	1095.689
615.419	1097.303
615.547	1087.487
615.675	1099.639
615.803	1095.672
615.931	1110.840
616.060	1105.185
616.188	1109.202
616.316	1104.420
616.444	1095.555
616.572	1107.235
616.700	1101.714
616.828	1116.555
616.956	1114.891
617.085	1135.143
617.213	1131.748
617.341	1113.437
617.469	1123.958
617.597	1124.882
617.725	1128.387
617.853	1120.773
617.981	1136.067
618.110	1137.538
618.238	1135.866
618.366	1149.000
618.494	1152.017
618.622	1136.613
618.750	1142.387
618.878	1142.580
619.006	1156.126
619.135	1162.395
619.263	1154.697
619.391	1167.824
619.519	1161.697
619.647	1168.639
619.775	1168.118
619.903	1173.521
620.031	1176.555
620.160	1180.840
620.288	1168.773
620.416	1186.849
620.544	1186.891
620.672	1190.706
620.800	1185.487
620.928	1189.462
621.056	1192.672
621.185	1199.681
621.313	1191.597
621.441	1209.832
621.569	1210.227
621.697	1209.613
621.825	1220.235
621.953	1215.303
622.081	1221.202
622.210	1220.017
622.338	1229.496
622.466	1215.210
622.594	1230.076
622.722	1236.958
622.850	1230.899
622.978	1239.975
623.106	1240.361
623.235	1242.924
623.363	1238.613
623.491	1239.420
623.619	1246.269
623.747	1240.454
623.875	1257.739
624.003	1250.218
624.131	1246.445
624.260	1234.042
624.388	1258.387
624.516	1259.866
624.644	1258.378
624.772	1254.950
624.900	1264.992
625.028	1258.790
625.156	1286.773
625.285	1262.084
625.413	1266.613
625.541	1261.218
625.669	1269.445
625.797	1270.420
625.925	1278.227
626.053	1268.647
626.181	1272.622
626.310	1276.168
626.438	1274.076
626.566	1276.345
626.694	1276.597
626.822	1283.849
626.950	1283.286
627.078	1299.378
627.206	1286.361
627.335	1298.479
627.463	1286.748
627.591	1283.807
627.719	1296.966
627.847	1302.908
627.975	1304.244
628.103	1302.168
628.231	1313.655
628.360	1298.168
628.488	1299.202
628.616	1307.277
628.744	1296.798
628.872	1304.521
629.000	1309.571
629.128	1305.555
629.256	1323.076
629.385	1313.941
629.513	1307.042
629.641	1321.403
629.769	1308.714
629.897	1320.235
630.025	1324.756
630.153	1327.681
630.281	1326.017
630.410	1319.756
630.538	1340.429
630.666	1333.622
630.794	1339.857
630.922	1314.782
631.050	1331.218
631.178	1331.479
631.306	1336.412
631.435	1335.126
631.563	1349.218
631.691	1329.580
631.819	1343.261
631.947	1348.286
632.075	1343.882
632.203	1350.286
632.331	1346.756
632.460	1339.975
632.588	1366.261
632.716	1360.042
632.844	1353.697
632.972	1356.017
633.100	1369.387
633.228	1359.193
633.356	1353.790
633.485	1362.185
633.613	1363.647
633.741	1361.916
633.869	1363.706
633.997	1368.059
634.125	1361.067
634.253	1357.731
634.381	1357.361
634.510	1373.756
634.638	1354.555
634.766	1359.731
634.894	1355.462
635.022	1361.101
635.150	1364.370
635.278	1389.605
635.406	1373.529
635.535	1375.807
635.663	1372.353
635.791	1371.798
635.919	1387.109
636.047	1378.160
636.175	1363.218
636.303	1389.034
636.431	1387.076
636.560	1391.504
636.688	1394.513
636.816	1383.445
636.944	1389.681
637.072	1392.378
637.200	1389.445
637.328	1378.756
637.456	1387.218
637.585	1390.496
637.713	1399.941
637.841	1388.134
637.969	1391.731
638.097	1391.294
638.225	1403.412
638.353	1401.597
638.481	1399.025
638.610	1408.202
638.738	1411.857
638.866	1396.824
638.994	1408.647
639.122	1418.832
639.250	1413.429
639.378	1414.395
639.506	1403.765
639.635	1414.765
639.763	1411.479
639.891	1418.345
640.019	1420.580
640.147	1417.983
