90-110-unpol_at_679.99nm_cut_at_1250.00Y_01.dat
24.01.2024
13:31:12
cut middle at Y: 1250.00
top cursor: 1310 down cursor: 1190 mean of: 120 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	775.625
516.122	735.133
516.250	724.925
516.378	711.392
516.506	722.408
516.635	715.583
516.763	724.017
516.891	725.983
517.019	729.275
517.147	737.267
517.275	735.808
517.403	730.833
517.531	736.175
517.660	733.742
517.788	733.150
517.916	735.200
518.044	733.083
518.172	733.425
518.300	733.783
518.428	734.833
518.556	742.725
518.685	739.858
518.813	741.533
518.941	745.900
519.069	747.375
519.197	739.200
519.325	748.333
519.453	750.075
519.581	756.492
519.710	747.367
519.838	753.233
519.966	754.433
520.094	758.425
520.222	755.575
520.350	764.775
520.478	766.525
520.606	770.450
520.735	763.133
520.863	769.225
520.991	778.608
521.119	778.350
521.247	780.783
521.375	778.958
521.503	787.508
521.631	787.050
521.760	783.600
521.888	781.667
522.016	792.858
522.144	789.458
522.272	796.717
522.400	806.650
522.528	807.558
522.656	798.017
522.785	807.908
522.913	811.642
523.041	800.800
523.169	810.408
523.297	803.175
523.425	806.483
523.553	812.392
523.681	809.817
523.810	815.300
523.938	819.250
524.066	819.575
524.194	815.892
524.322	818.400
524.450	822.725
524.578	817.483
524.706	818.567
524.835	812.408
524.963	821.850
525.091	818.458
525.219	822.492
525.347	812.483
525.475	820.425
525.603	825.325
525.731	827.917
525.860	825.192
525.988	818.267
526.116	822.050
526.244	820.525
526.372	813.617
526.500	821.608
526.628	839.767
526.756	822.483
526.885	828.025
527.013	821.333
527.141	832.950
527.269	828.692
527.397	834.833
527.525	828.492
527.653	833.383
527.781	827.875
527.910	843.483
528.038	838.000
528.166	836.850
528.294	841.492
528.422	845.400
528.550	846.983
528.678	844.258
528.806	844.483
528.935	848.050
529.063	854.175
529.191	849.642
529.319	862.767
529.447	853.250
529.575	857.733
529.703	853.492
529.831	865.325
529.960	859.783
530.088	868.292
530.216	866.150
530.344	863.658
530.472	869.475
530.600	874.825
530.728	875.975
530.856	878.308
530.985	871.492
531.113	869.817
531.241	880.008
531.369	880.625
531.497	867.300
531.625	870.600
531.753	877.058
531.881	882.400
532.010	874.867
532.138	875.758
532.266	875.717
532.394	872.558
532.522	871.817
532.650	874.575
532.778	883.892
532.906	872.358
533.035	876.717
533.163	873.408
533.291	863.000
533.419	859.250
533.547	873.392
533.675	869.300
533.803	873.675
533.931	874.000
534.060	872.633
534.188	871.592
534.316	880.858
534.444	871.008
534.572	875.125
534.700	876.833
534.828	872.942
534.956	890.192
535.085	888.900
535.213	883.450
535.341	887.442
535.469	892.175
535.597	890.192
535.725	895.650
535.853	895.958
