90-130-unpol_at_679.99nm_cut_at_1253.50Y_01.dat
24.01.2024
13:33:21
cut middle at Y: 1253.50
top cursor: 1317 down cursor: 1190 mean of: 127 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	826.512
516.122	780.787
516.250	768.457
516.378	761.969
516.506	752.441
516.635	762.898
516.763	765.732
516.891	768.512
517.019	770.772
517.147	772.181
517.275	774.638
517.403	777.118
517.531	774.205
517.660	773.039
517.788	773.685
517.916	779.402
518.044	778.732
518.172	777.835
518.300	783.063
518.428	777.213
518.556	783.000
518.685	782.197
518.813	782.087
518.941	792.181
519.069	787.646
519.197	785.701
519.325	797.236
519.453	788.685
519.581	805.039
519.710	791.614
519.838	801.118
519.966	797.583
520.094	801.268
520.222	801.528
520.350	809.370
520.478	813.520
520.606	814.559
520.735	812.921
520.863	811.638
520.991	821.535
521.119	819.827
521.247	824.205
521.375	822.811
521.503	830.638
521.631	831.039
521.760	842.945
521.888	835.709
522.016	849.701
522.144	834.386
522.272	837.898
522.400	845.504
522.528	852.827
522.656	853.402
522.785	855.071
522.913	862.835
523.041	854.370
523.169	854.244
523.297	849.441
523.425	859.197
523.553	864.717
523.681	859.283
523.810	867.118
523.938	876.126
524.066	863.236
524.194	871.606
524.322	861.646
524.450	863.693
524.578	861.551
524.706	871.976
524.835	871.504
524.963	877.898
525.091	863.614
525.219	870.252
525.347	872.709
525.475	873.882
525.603	878.992
525.731	868.409
525.860	883.189
525.988	868.850
526.116	869.102
526.244	880.016
526.372	871.882
526.500	878.795
526.628	887.071
526.756	874.394
526.885	878.803
527.013	879.283
527.141	880.898
527.269	877.394
527.397	881.394
527.525	878.000
527.653	876.472
527.781	881.598
527.910	896.362
528.038	891.157
528.166	895.598
528.294	886.984
528.422	894.205
528.550	901.346
528.678	897.614
528.806	902.575
528.935	906.945
529.063	904.126
529.191	900.150
529.319	908.323
529.447	908.402
529.575	910.724
529.703	906.701
529.831	919.606
529.960	914.488
530.088	915.055
530.216	922.378
530.344	919.031
530.472	923.874
530.600	933.496
530.728	924.583
530.856	928.150
530.985	930.543
531.113	919.921
531.241	927.079
531.369	942.669
531.497	929.000
531.625	932.535
531.753	929.409
531.881	932.614
532.010	939.299
532.138	933.299
532.266	926.039
532.394	929.835
532.522	922.441
532.650	929.283
532.778	942.047
532.906	929.890
533.035	936.772
533.163	924.118
533.291	930.307
533.419	920.709
533.547	933.969
533.675	930.567
533.803	926.559
533.931	930.701
534.060	927.008
534.188	928.969
534.316	934.811
534.444	935.173
534.572	926.803
534.700	934.827
534.828	930.378
534.956	934.512
535.085	942.047
535.213	946.748
535.341	948.362
535.469	945.283
535.597	950.134
535.725	952.764
535.853	957.717
535.981	949.937
536.110	967.780
536.238	961.457
536.366	973.835
536.494	958.606
536.622	967.890
536.750	967.764
536.878	978.150
537.006	981.118
537.135	981.795
537.263	985.929
537.391	983.583
537.519	986.386
537.647	994.921
537.775	992.654
537.903	998.551
538.031	988.701
538.160	997.953
538.288	1001.882
538.416	1008.638
538.544	1005.457
538.672	1003.630
538.800	1007.850
538.928	1010.079
539.056	1019.543
539.185	1014.575
539.313	1007.559
539.441	1019.071
539.569	1014.543
539.697	1023.874
539.825	1032.961
539.953	1022.677
540.081	1017.591
540.210	1029.913
540.338	1016.039
540.466	1026.961
540.594	1024.039
540.722	1011.409
540.850	1022.315
540.978	1019.709
541.106	1026.409
541.235	1037.441
541.363	1026.984
541.491	1029.575
541.619	1024.898
541.747	1025.157
541.875	1025.669
542.003	1038.480
542.131	1036.795
542.260	1034.118
542.388	1029.118
542.516	1039.071
542.644	1038.323
542.772	1038.858
542.900	1037.858
543.028	1037.551
543.156	1047.827
543.285	1041.118
543.413	1033.047
543.541	1041.213
543.669	1054.591
543.797	1041.937
543.925	1045.622
544.053	1050.929
544.181	1056.370
544.310	1040.189
544.438	1036.181
544.566	1054.094
544.694	1046.583
544.822	1062.945
544.950	1053.126
545.078	1048.134
545.206	1049.591
545.335	1068.512
545.463	1050.228
545.591	1050.315
545.719	1054.898
545.847	1057.693
545.975	1059.504
546.103	1058.795
546.231	1070.213
546.360	1066.740
546.488	1062.063
546.616	1061.472
546.744	1067.929
546.872	1058.937
547.000	1070.780
547.128	1070.409
547.256	1070.583
547.385	1071.787
547.513	1068.346
547.641	1072.472
547.769	1079.787
547.897	1074.472
548.025	1075.984
548.153	1074.409
548.281	1067.339
548.410	1074.378
548.538	1072.961
548.666	1075.142
548.794	1074.386
548.922	1074.921
549.050	1086.504
549.178	1084.787
549.306	1085.795
549.435	1084.150
549.563	1092.087
549.691	1077.724
549.819	1095.717
549.947	1099.339
550.075	1088.795
550.203	1087.921
550.331	1077.890
550.460	1087.362
550.588	1088.654
550.716	1098.929
550.844	1084.693
550.972	1093.780
551.100	1092.386
551.228	1087.795
551.356	1080.890
551.485	1090.811
551.613	1082.118
551.741	1079.441
551.869	1074.685
551.997	1071.441
552.125	1079.000
552.253	1081.142
552.381	1073.236
552.510	1075.929
552.638	1069.496
552.766	1082.913
552.894	1060.071
553.022	1066.780
553.150	1073.260
553.278	1067.268
553.406	1062.906
553.535	1063.953
553.663	1068.425
553.791	1067.528
553.919	1066.094
554.047	1067.890
554.175	1063.795
