90-140-0_at_679.99nm_cut_at_1253.50Y_01.dat
24.01.2024
13:33:58
cut middle at Y: 1253.50
top cursor: 1317 down cursor: 1190 mean of: 127 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	306.866
516.122	293.205
516.250	288.031
516.378	288.268
516.506	287.276
516.635	293.591
516.763	293.866
516.891	294.291
517.019	290.496
517.147	290.685
517.275	292.055
517.403	292.031
517.531	295.417
517.660	294.417
517.788	292.551
517.916	297.228
518.044	291.260
518.172	296.575
518.300	296.118
518.428	298.173
518.556	297.976
518.685	294.315
518.813	295.157
518.941	300.157
519.069	301.535
519.197	297.835
519.325	301.449
519.453	299.087
519.581	303.386
519.710	301.591
519.838	304.811
519.966	299.646
520.094	299.370
520.222	303.724
520.350	303.134
520.478	308.118
520.606	303.598
520.735	304.134
520.863	306.039
520.991	309.024
521.119	304.449
521.247	309.701
521.375	306.480
521.503	310.496
521.631	311.276
521.760	313.000
521.888	312.835
522.016	316.173
522.144	312.811
522.272	317.244
522.400	314.992
522.528	318.079
522.656	316.614
522.785	317.362
522.913	318.583
523.041	313.157
523.169	319.394
523.297	319.433
523.425	317.008
523.553	321.000
523.681	319.157
523.810	319.756
523.938	321.819
524.066	320.315
524.194	322.354
524.322	320.268
524.450	318.252
524.578	324.189
524.706	322.937
524.835	320.142
524.963	320.142
525.091	321.205
525.219	324.685
525.347	321.126
525.475	324.764
525.603	321.165
525.731	326.157
525.860	321.654
525.988	322.591
526.116	321.181
526.244	325.882
526.372	321.559
526.500	322.417
526.628	325.276
526.756	323.016
526.885	322.795
527.013	323.772
527.141	324.488
527.269	324.843
527.397	326.772
527.525	324.961
527.653	322.189
527.781	321.126
527.910	327.094
528.038	322.362
528.166	330.638
528.294	328.898
528.422	330.417
528.550	328.276
528.678	330.606
528.806	328.961
528.935	331.843
529.063	330.220
529.191	334.291
529.319	331.008
529.447	335.252
529.575	335.614
529.703	332.110
529.831	330.732
529.960	334.661
530.088	333.937
530.216	335.740
530.344	329.260
530.472	333.772
530.600	339.614
530.728	335.835
530.856	331.858
530.985	337.717
531.113	335.402
531.241	337.504
531.369	339.157
531.497	336.803
531.625	335.843
531.753	337.669
531.881	340.276
532.010	341.709
532.138	335.339
532.266	330.953
532.394	336.394
532.522	334.465
532.650	328.362
532.778	339.843
532.906	337.866
533.035	335.803
533.163	332.228
533.291	333.984
533.419	331.378
533.547	334.433
533.675	335.866
533.803	331.142
533.931	332.827
534.060	336.654
534.188	334.835
534.316	337.126
534.444	327.087
534.572	333.701
534.700	333.362
534.828	332.543
534.956	336.551
535.085	336.890
535.213	338.402
535.341	336.780
535.469	336.787
535.597	340.898
535.725	340.102
535.853	338.685
535.981	340.661
536.110	345.433
536.238	343.677
536.366	343.457
536.494	339.913
536.622	346.598
536.750	343.134
536.878	351.008
537.006	345.866
537.135	347.732
537.263	349.661
537.391	346.378
537.519	349.906
537.647	350.654
537.775	348.882
537.903	346.866
538.031	350.228
538.160	349.315
538.288	352.874
538.416	353.071
538.544	349.071
538.672	352.583
538.800	351.772
538.928	354.370
539.056	352.488
539.185	354.220
539.313	353.260
539.441	358.362
539.569	357.709
539.697	356.992
539.825	355.598
539.953	358.575
540.081	351.496
540.210	355.315
540.338	359.717
540.466	355.646
540.594	358.047
540.722	356.709
540.850	356.181
540.978	356.929
541.106	352.882
541.235	360.984
541.363	361.055
541.491	356.843
541.619	359.693
541.747	358.055
541.875	359.764
542.003	359.528
542.131	357.346
542.260	358.528
542.388	357.504
542.516	357.646
542.644	358.362
542.772	358.165
542.900	357.409
543.028	359.575
543.156	360.362
543.285	362.409
543.413	361.543
543.541	360.551
543.669	362.724
543.797	366.291
543.925	360.913
544.053	364.205
544.181	366.008
544.310	362.331
544.438	361.669
544.566	359.157
544.694	358.567
544.822	359.961
544.950	360.063
545.078	362.559
545.206	357.346
545.335	357.764
545.463	359.472
545.591	361.827
545.719	364.701
545.847	359.866
545.975	362.276
546.103	360.252
546.231	363.961
546.360	359.850
546.488	364.189
546.616	361.740
546.744	357.969
546.872	360.898
547.000	361.646
547.128	361.693
547.256	359.394
547.385	359.008
547.513	357.213
547.641	358.488
547.769	361.913
547.897	358.307
548.025	360.913
548.153	362.142
548.281	358.126
548.410	362.937
548.538	358.283
