70-90-unpol_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:29:08
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	1087.899
516.122	1029.286
516.250	1008.538
516.378	992.706
516.506	998.924
516.635	997.076
516.763	1011.353
516.891	1012.361
517.019	1010.227
517.147	1014.538
517.275	1024.647
517.403	1022.017
517.531	1013.546
517.660	1012.345
517.788	1017.723
517.916	1026.689
518.044	1013.731
518.172	1029.092
518.300	1028.588
518.428	1024.361
518.556	1027.891
518.685	1022.092
518.813	1031.983
518.941	1027.387
519.069	1031.504
519.197	1029.555
519.325	1043.420
519.453	1048.639
519.581	1057.387
519.710	1048.353
519.838	1047.042
519.966	1056.924
520.094	1050.655
520.222	1052.328
520.350	1065.286
520.478	1074.076
520.606	1070.210
520.735	1056.765
520.863	1073.336
520.991	1079.118
521.119	1083.866
521.247	1089.664
521.375	1091.580
521.503	1092.555
521.631	1097.731
521.760	1102.168
521.888	1103.714
522.016	1109.429
522.144	1095.966
522.272	1109.378
522.400	1105.983
522.528	1116.042
522.656	1117.773
522.785	1124.622
522.913	1125.042
523.041	1115.294
523.169	1121.403
523.297	1127.176
523.425	1127.605
523.553	1127.168
523.681	1123.857
523.810	1131.471
523.938	1144.345
524.066	1139.059
524.194	1139.849
524.322	1141.437
524.450	1145.353
524.578	1133.950
524.706	1144.966
524.835	1142.319
524.963	1139.134
525.091	1131.916
525.219	1137.714
525.347	1136.908
525.475	1148.866
525.603	1146.403
525.731	1148.546
525.860	1153.261
525.988	1131.176
526.116	1139.950
526.244	1149.672
526.372	1142.966
526.500	1145.471
526.628	1162.084
526.756	1136.403
526.885	1156.941
527.013	1153.420
527.141	1154.059
527.269	1148.084
527.397	1160.311
527.525	1161.571
527.653	1146.840
527.781	1143.084
527.910	1176.261
528.038	1166.252
528.166	1171.664
528.294	1163.143
528.422	1165.874
528.550	1171.504
528.678	1165.429
528.806	1177.588
528.935	1190.697
529.063	1182.807
529.191	1187.067
529.319	1190.588
529.447	1196.412
529.575	1193.336
529.703	1193.538
529.831	1200.966
529.960	1196.017
530.088	1193.748
530.216	1205.269
530.344	1201.252
530.472	1201.580
530.600	1210.479
530.728	1208.782
530.856	1215.454
530.985	1213.496
531.113	1202.555
531.241	1221.496
531.369	1217.118
531.497	1223.101
531.625	1220.571
531.753	1225.277
531.881	1230.034
532.010	1222.966
532.138	1212.924
532.266	1218.706
532.394	1219.277
532.522	1210.210
532.650	1235.437
532.778	1220.908
532.906	1226.160
533.035	1226.824
533.163	1219.941
533.291	1215.294
533.419	1209.218
533.547	1225.403
533.675	1221.908
533.803	1218.731
533.931	1232.681
534.060	1223.008
534.188	1230.067
534.316	1223.605
534.444	1221.849
534.572	1219.370
534.700	1225.034
534.828	1221.765
534.956	1229.235
535.085	1243.403
535.213	1234.353
535.341	1239.210
535.469	1226.269
535.597	1237.151
535.725	1242.933
535.853	1250.571
535.981	1247.000
536.110	1253.513
536.238	1253.370
536.366	1273.218
536.494	1239.807
536.622	1263.706
536.750	1265.655
536.878	1268.681
537.006	1283.353
537.135	1282.319
537.263	1287.815
537.391	1289.008
537.519	1282.286
537.647	1297.723
537.775	1301.160
537.903	1301.571
538.031	1297.218
538.160	1302.387
538.288	1301.874
538.416	1317.605
538.544	1309.109
538.672	1319.176
538.800	1324.874
538.928	1323.403
539.056	1334.202
539.185	1332.975
539.313	1323.328
539.441	1328.866
539.569	1336.958
539.697	1338.958
539.825	1347.563
539.953	1335.983
540.081	1318.882
540.210	1343.034
540.338	1344.714
540.466	1348.261
540.594	1348.202
540.722	1330.706
540.850	1348.824
540.978	1350.235
541.106	1350.529
541.235	1355.546
541.363	1345.092
541.491	1350.697
541.619	1340.992
541.747	1341.445
541.875	1350.748
542.003	1344.697
542.131	1346.622
542.260	1367.168
542.388	1355.605
542.516	1353.588
542.644	1359.866
542.772	1360.429
542.900	1360.748
543.028	1369.672
543.156	1378.538
543.285	1365.908
543.413	1361.042
543.541	1371.824
543.669	1382.092
543.797	1371.496
543.925	1370.731
544.053	1371.790
544.181	1378.261
544.310	1378.706
544.438	1368.252
544.566	1388.210
544.694	1393.840
544.822	1384.765
544.950	1394.899
545.078	1384.429
545.206	1381.748
545.335	1394.538
545.463	1380.160
545.591	1389.345
545.719	1380.017
545.847	1390.773
545.975	1399.218
546.103	1392.008
546.231	1399.361
546.360	1390.227
546.488	1397.731
546.616	1402.773
546.744	1406.118
546.872	1393.025
547.000	1398.664
547.128	1407.042
547.256	1405.185
547.385	1396.403
547.513	1394.630
547.641	1421.454
547.769	1414.613
547.897	1418.697
548.025	1417.555
548.153	1419.933
548.281	1402.193
548.410	1408.731
548.538	1410.101
548.666	1423.613
548.794	1420.857
548.922	1417.639
549.050	1431.067
549.178	1426.958
549.306	1427.874
549.435	1437.168
549.563	1423.958
549.691	1421.765
549.819	1440.504
549.947	1440.605
550.075	1431.706
550.203	1428.269
550.331	1433.513
550.460	1431.529
550.588	1431.244
550.716	1456.714
550.844	1424.143
550.972	1430.126
551.100	1430.588
551.228	1438.597
551.356	1426.471
551.485	1442.815
551.613	1424.605
551.741	1427.950
551.869	1419.227
551.997	1419.824
552.125	1424.824
552.253	1425.790
552.381	1408.487
552.510	1414.420
552.638	1419.798
552.766	1426.765
552.894	1409.655
553.022	1403.798
553.150	1411.563
553.278	1411.605
553.406	1412.235
553.535	1419.286
553.663	1403.773
553.791	1406.370
553.919	1396.647
554.047	1419.034
554.175	1408.756
554.303	1413.546
554.431	1397.395
554.560	1402.824
554.688	1422.950
554.816	1408.849
554.944	1412.798
555.072	1412.605
555.200	1413.647
555.328	1411.840
555.456	1423.723
555.585	1426.454
555.713	1424.832
555.841	1425.773
555.969	1414.042
556.097	1441.496
556.225	1436.933
556.353	1434.739
556.481	1430.950
556.610	1448.395
556.738	1444.202
556.866	1448.336
556.994	1442.210
557.122	1439.496
557.250	1448.563
557.378	1460.538
557.506	1445.992
557.635	1440.462
557.763	1462.538
557.891	1465.109
558.019	1452.311
558.147	1470.521
558.275	1466.084
558.403	1479.176
558.531	1467.571
558.660	1470.017
558.788	1465.958
558.916	1471.773
559.044	1467.403
559.172	1462.513
559.300	1485.798
559.428	1475.689
559.556	1484.218
559.685	1482.387
559.813	1478.748
559.941	1477.353
560.069	1491.807
560.197	1490.395
560.325	1486.782
560.453	1482.109
