70-140-unpol_at_679.99nm_cut_at_1276.00Y_01.dat
24.01.2024
11:36:25
cut middle at Y: 1276.00
top cursor: 1337 down cursor: 1215 mean of: 122 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	1514.738
516.122	1433.795
516.250	1411.746
516.378	1399.443
516.506	1403.959
516.635	1404.287
516.763	1413.549
516.891	1421.221
517.019	1438.008
517.147	1424.828
517.275	1420.254
517.403	1435.713
517.531	1421.246
517.660	1423.369
517.788	1432.156
517.916	1435.418
518.044	1417.254
518.172	1424.680
518.300	1433.615
518.428	1426.959
518.556	1425.959
518.685	1436.361
518.813	1438.508
518.941	1448.090
519.069	1450.303
519.197	1437.361
519.325	1455.721
519.453	1453.885
519.581	1473.123
519.710	1456.082
519.838	1468.779
519.966	1483.107
520.094	1472.934
520.222	1479.893
520.350	1491.656
520.478	1496.754
520.606	1502.648
520.735	1497.959
520.863	1506.811
520.991	1521.820
521.119	1509.328
521.247	1520.090
521.375	1527.344
521.503	1544.590
521.631	1540.500
521.760	1542.484
521.888	1537.779
522.016	1554.951
522.144	1541.541
522.272	1563.492
522.400	1568.754
522.528	1574.697
522.656	1571.754
522.785	1584.852
522.913	1590.270
523.041	1584.951
523.169	1586.582
523.297	1584.262
523.425	1593.959
523.553	1593.000
523.681	1598.434
523.810	1593.033
523.938	1620.303
524.066	1594.008
524.194	1607.607
524.322	1604.811
524.450	1620.254
524.578	1601.549
524.706	1612.697
524.835	1604.082
524.963	1623.852
525.091	1599.221
525.219	1613.984
525.347	1599.656
525.475	1612.902
525.603	1619.541
525.731	1611.525
525.860	1622.721
525.988	1607.721
526.116	1608.131
526.244	1619.721
526.372	1618.984
526.500	1625.115
526.628	1641.361
526.756	1614.369
526.885	1634.328
527.013	1628.426
527.141	1631.475
527.269	1617.566
527.397	1642.779
527.525	1632.779
527.653	1633.066
527.781	1627.320
527.910	1653.016
528.038	1649.262
528.166	1663.828
528.294	1648.893
528.422	1658.090
528.550	1664.525
528.678	1660.828
528.806	1680.803
528.935	1674.238
529.063	1676.205
529.191	1675.549
529.319	1686.639
529.447	1687.516
529.575	1687.631
529.703	1686.590
529.831	1699.893
529.960	1705.508
530.088	1709.607
530.216	1712.525
530.344	1704.066
530.472	1713.566
530.600	1714.000
530.728	1719.377
530.856	1730.139
530.985	1731.377
531.113	1711.475
531.241	1736.770
531.369	1735.254
531.497	1729.369
531.625	1722.836
531.753	1728.975
531.881	1754.648
532.010	1743.336
532.138	1724.254
532.266	1726.607
532.394	1735.844
532.522	1721.967
532.650	1736.779
532.778	1748.574
532.906	1727.738
533.035	1742.689
533.163	1727.025
533.291	1729.680
533.419	1716.984
533.547	1739.205
533.675	1747.008
533.803	1729.574
533.931	1735.623
534.060	1727.287
534.188	1750.730
534.316	1735.238
534.444	1738.008
534.572	1742.303
534.700	1740.582
534.828	1738.598
534.956	1751.951
535.085	1749.918
535.213	1762.902
535.341	1772.098
535.469	1763.016
535.597	1775.656
535.725	1761.402
535.853	1785.270
535.981	1770.639
536.110	1800.426
536.238	1803.254
536.366	1796.238
536.494	1791.590
536.622	1800.803
536.750	1817.967
536.878	1815.025
537.006	1837.557
537.135	1830.566
537.263	1836.713
537.391	1849.221
537.519	1829.779
537.647	1865.541
537.775	1850.975
537.903	1866.361
538.031	1857.730
538.160	1867.541
538.288	1873.139
538.416	1875.730
538.544	1875.656
538.672	1875.566
538.800	1901.131
538.928	1886.377
539.056	1899.213
539.185	1907.484
539.313	1904.131
539.441	1902.320
539.569	1915.861
539.697	1910.721
539.825	1922.402
539.953	1909.557
540.081	1894.795
540.210	1926.352
540.338	1907.967
540.466	1934.934
540.594	1929.066
540.722	1915.754
540.850	1926.590
540.978	1924.795
541.106	1937.943
541.235	1935.762
541.363	1921.959
541.491	1917.631
541.619	1926.566
541.747	1931.680
541.875	1937.754
542.003	1928.877
542.131	1947.852
542.260	1940.713
542.388	1930.434
542.516	1952.369
542.644	1937.246
542.772	1949.795
542.900	1951.869
543.028	1961.393
543.156	1957.148
543.285	1951.975
543.413	1952.746
543.541	1964.557
543.669	1969.279
543.797	1972.549
543.925	1957.139
544.053	1976.967
544.181	1977.918
544.310	1964.311
544.438	1968.352
544.566	1978.689
544.694	1981.361
544.822	1995.057
544.950	1980.484
545.078	1985.131
545.206	1988.197
545.335	2000.918
545.463	1985.082
545.591	1998.287
545.719	1988.910
545.847	2004.107
545.975	1999.811
546.103	1995.549
546.231	2013.221
546.360	2008.082
546.488	2011.639
546.616	2012.189
546.744	2027.197
546.872	2002.623
547.000	2017.607
547.128	2011.180
547.256	2014.287
547.385	2016.041
