70-90-0_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:28:54
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	389.017
516.122	371.471
516.250	368.697
516.378	365.513
516.506	363.546
516.635	364.126
516.763	369.462
516.891	369.160
517.019	371.571
517.147	370.504
517.275	370.118
517.403	371.613
517.531	373.126
517.660	368.437
517.788	369.723
517.916	375.471
518.044	372.832
518.172	376.622
518.300	373.454
518.428	375.807
518.556	373.647
518.685	373.294
518.813	375.857
518.941	376.681
519.069	374.916
519.197	375.244
519.325	382.387
519.453	377.042
519.581	383.798
519.710	383.706
519.838	383.168
519.966	384.076
520.094	381.336
520.222	385.697
520.350	391.866
520.478	390.034
520.606	390.504
520.735	388.294
520.863	388.008
520.991	395.992
521.119	396.798
521.247	393.756
521.375	392.042
521.503	397.966
521.631	397.235
521.760	398.622
521.888	398.269
522.016	404.555
522.144	398.782
522.272	401.504
522.400	407.563
522.528	399.739
522.656	406.613
522.785	411.538
522.913	404.479
523.041	403.319
523.169	407.361
523.297	409.798
523.425	407.647
523.553	406.462
523.681	409.395
523.810	410.462
523.938	414.370
524.066	413.403
524.194	416.437
524.322	414.319
524.450	408.807
524.578	413.639
524.706	419.966
524.835	412.101
524.963	417.454
525.091	412.210
525.219	417.235
525.347	415.471
525.475	415.681
525.603	420.874
525.731	411.908
525.860	417.294
525.988	410.008
526.116	413.185
526.244	414.412
526.372	413.613
526.500	419.168
526.628	418.966
526.756	417.311
526.885	416.101
527.013	416.924
527.141	419.218
527.269	418.050
527.397	415.655
527.525	418.807
527.653	418.345
527.781	419.118
527.910	416.529
528.038	424.345
528.166	422.042
528.294	420.513
528.422	420.244
528.550	422.647
528.678	425.345
528.806	427.193
528.935	426.723
529.063	426.966
529.191	426.857
529.319	428.798
529.447	431.504
529.575	433.193
529.703	430.067
529.831	432.126
529.960	430.916
530.088	430.437
530.216	435.319
530.344	429.336
530.472	430.261
530.600	434.479
530.728	433.000
530.856	436.765
530.985	433.765
531.113	429.571
531.241	438.773
531.369	436.202
531.497	432.731
531.625	438.908
531.753	433.244
531.881	440.387
532.010	437.992
532.138	433.336
532.266	430.630
532.394	435.958
532.522	436.555
532.650	438.639
532.778	434.983
532.906	433.916
533.035	439.655
533.163	436.126
533.291	437.529
533.419	429.345
533.547	433.235
533.675	435.336
533.803	431.689
533.931	434.244
534.060	433.874
534.188	438.941
534.316	432.597
534.444	434.924
534.572	436.420
534.700	439.328
534.828	438.471
534.956	442.798
535.085	438.899
535.213	434.840
535.341	442.193
535.469	438.244
535.597	442.857
535.725	443.269
535.853	445.311
535.981	444.630
536.110	445.992
536.238	448.706
536.366	453.378
536.494	444.899
536.622	454.059
536.750	449.975
536.878	455.471
537.006	460.252
537.135	451.286
537.263	457.908
537.391	459.202
537.519	455.521
537.647	459.218
537.775	459.529
537.903	461.672
538.031	461.882
538.160	461.739
538.288	462.824
538.416	462.109
538.544	465.622
538.672	466.782
538.800	467.429
538.928	469.235
539.056	471.294
539.185	468.000
539.313	469.588
539.441	472.227
539.569	471.168
539.697	472.798
539.825	472.076
539.953	473.118
540.081	470.227
540.210	475.176
540.338	469.580
540.466	476.882
540.594	469.975
540.722	473.504
540.850	473.370
540.978	474.874
541.106	472.622
541.235	477.874
541.363	477.924
541.491	472.067
541.619	473.630
541.747	479.714
541.875	476.202
542.003	479.555
542.131	477.076
542.260	483.218
542.388	480.899
542.516	480.084
542.644	482.059
542.772	479.277
542.900	479.269
543.028	483.580
543.156	486.773
543.285	480.882
543.413	482.370
543.541	486.303
543.669	482.765
543.797	479.916
543.925	486.034
544.053	488.269
544.181	487.697
544.310	483.882
544.438	482.160
544.566	478.639
544.694	487.571
544.822	485.605
544.950	487.092
545.078	482.689
545.206	484.487
545.335	484.555
545.463	486.672
545.591	486.824
545.719	490.118
545.847	487.151
545.975	490.546
546.103	484.420
546.231	488.874
546.360	485.353
546.488	488.303
546.616	485.361
546.744	492.176
546.872	486.899
547.000	488.899
547.128	488.824
547.256	489.319
547.385	486.571
547.513	484.950
547.641	487.361
547.769	497.042
547.897	489.723
548.025	486.983
548.153	488.723
548.281	489.261
548.410	487.882
548.538	492.403
548.666	486.244
548.794	490.916
548.922	486.672
549.050	493.286
549.178	485.706
549.306	492.899
549.435	498.412
549.563	491.328
549.691	486.664
549.819	493.454
549.947	494.319
550.075	491.941
550.203	498.261
550.331	492.647
550.460	493.664
550.588	491.739
550.716	498.000
550.844	495.092
550.972	488.613
551.100	497.218
551.228	494.134
551.356	501.042
551.485	496.496
551.613	493.092
551.741	492.689
551.869	494.185
551.997	490.118
552.125	488.050
552.253	491.378
552.381	489.235
552.510	492.059
552.638	491.782
552.766	496.429
552.894	484.992
553.022	491.202
553.150	489.202
553.278	484.202
553.406	485.109
553.535	484.109
553.663	487.765
553.791	485.143
553.919	488.319
554.047	489.849
554.175	488.563
554.303	485.521
554.431	488.025
554.560	487.294
554.688	492.723
554.816	492.311
554.944	490.017
555.072	491.092
555.200	487.395
555.328	485.891
555.456	490.168
