90-110-90_at_679.99nm_cut_at_1250.00Y_01.dat
24.01.2024
13:30:46
cut middle at Y: 1250.00
top cursor: 1310 down cursor: 1190 mean of: 120 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	327.625
516.122	308.042
516.250	306.667
516.378	300.417
516.506	307.492
516.635	307.750
516.763	305.083
516.891	306.608
517.019	311.417
517.147	303.892
517.275	305.442
517.403	310.192
517.531	309.283
517.660	306.258
517.788	305.308
517.916	314.267
518.044	309.158
518.172	308.975
518.300	309.650
518.428	309.500
518.556	309.467
518.685	311.117
518.813	311.917
518.941	311.117
519.069	313.742
519.197	315.458
519.325	315.583
519.453	312.208
519.581	316.142
519.710	312.125
519.838	312.992
519.966	314.700
520.094	319.850
520.222	315.325
520.350	315.850
520.478	320.200
520.606	320.158
520.735	318.742
520.863	323.675
520.991	323.192
521.119	317.633
521.247	323.042
521.375	322.508
521.503	323.575
521.631	324.300
521.760	328.250
521.888	323.817
522.016	330.108
522.144	326.342
522.272	328.308
522.400	328.283
522.528	331.558
522.656	328.058
522.785	332.892
522.913	331.325
523.041	328.192
523.169	327.283
523.297	336.008
523.425	331.067
523.553	334.300
523.681	332.200
523.810	332.267
523.938	334.425
524.066	333.617
524.194	332.917
524.322	337.117
524.450	328.275
524.578	333.225
524.706	335.342
524.835	332.833
524.963	335.175
525.091	332.058
525.219	336.467
525.347	330.058
525.475	332.542
525.603	330.300
525.731	337.950
525.860	334.742
525.988	331.800
526.116	330.875
526.244	336.500
526.372	330.783
526.500	332.275
526.628	337.492
526.756	333.550
526.885	336.742
527.013	337.192
527.141	335.733
527.269	333.875
527.397	335.617
527.525	339.875
527.653	337.883
527.781	337.358
527.910	337.675
528.038	337.783
528.166	340.017
528.294	339.533
528.422	339.908
528.550	341.900
528.678	342.333
528.806	342.225
528.935	343.833
529.063	347.417
529.191	344.742
529.319	343.525
529.447	345.208
529.575	347.983
529.703	345.617
529.831	345.625
529.960	345.500
530.088	345.950
530.216	349.025
530.344	348.475
530.472	347.892
530.600	351.017
530.728	351.592
530.856	352.767
530.985	351.325
531.113	350.500
531.241	351.492
531.369	353.233
531.497	353.833
531.625	353.475
531.753	350.783
531.881	353.675
532.010	355.942
532.138	355.550
532.266	347.258
532.394	351.858
532.522	352.267
532.650	352.050
532.778	353.975
532.906	350.958
533.035	355.733
533.163	354.292
533.291	350.467
533.419	354.142
533.547	356.600
533.675	356.158
533.803	348.675
533.931	351.825
534.060	353.117
534.188	352.367
534.316	352.242
534.444	348.075
534.572	353.325
534.700	349.475
534.828	354.908
534.956	351.917
535.085	355.425
535.213	352.650
535.341	354.208
535.469	354.675
535.597	355.567
535.725	356.925
535.853	353.967
535.981	356.342
536.110	363.700
536.238	359.733
536.366	360.908
536.494	364.600
536.622	362.325
536.750	363.225
536.878	366.783
537.006	370.550
537.135	365.625
537.263	367.567
537.391	370.333
537.519	365.392
537.647	371.200
537.775	369.767
537.903	369.467
538.031	362.675
538.160	371.967
538.288	368.800
538.416	376.300
538.544	368.542
538.672	374.033
538.800	375.858
538.928	373.650
539.056	375.858
539.185	374.758
539.313	374.758
539.441	374.392
539.569	372.367
539.697	375.158
539.825	379.500
539.953	378.425
540.081	374.583
540.210	374.175
540.338	374.175
540.466	379.158
540.594	377.708
540.722	376.142
540.850	380.025
540.978	378.475
541.106	380.567
541.235	380.800
541.363	379.242
541.491	374.950
541.619	378.767
541.747	373.775
541.875	376.300
542.003	378.250
542.131	376.658
542.260	379.108
542.388	376.767
542.516	381.375
542.644	382.150
542.772	379.233
542.900	374.842
543.028	379.742
543.156	379.458
543.285	382.275
543.413	376.075
543.541	379.000
543.669	383.850
543.797	385.617
543.925	382.917
544.053	381.517
544.181	379.475
544.310	382.558
544.438	379.700
544.566	385.408
544.694	383.075
544.822	380.708
544.950	387.808
545.078	384.592
545.206	384.500
545.335	385.800
545.463	382.608
545.591	381.758
545.719	385.833
545.847	383.775
545.975	385.733
546.103	388.283
546.231	387.342
546.360	389.242
546.488	391.017
546.616	389.792
546.744	389.908
546.872	387.550
547.000	390.542
547.128	389.800
547.256	390.425
547.385	388.558
547.513	393.842
547.641	393.425
547.769	395.250
547.897	389.567
548.025	392.675
548.153	393.292
548.281	390.325
548.410	391.567
548.538	393.317
548.666	389.642
548.794	387.850
548.922	399.225
549.050	396.975
549.178	394.008
549.306	393.450
549.435	395.708
549.563	394.350
549.691	391.033
549.819	394.983
549.947	400.325
550.075	395.908
550.203	399.083
550.331	394.317
550.460	396.050
550.588	391.842
550.716	394.858
550.844	391.525
550.972	396.267
551.100	392.092
551.228	397.142
551.356	391.700
551.485	397.317
551.613	398.125
551.741	390.067
551.869	392.508
551.997	390.433
552.125	389.200
552.253	394.558
552.381	391.317
552.510	387.858
552.638	390.125
552.766	390.242
552.894	387.008
553.022	390.700
553.150	389.583
553.278	388.792
553.406	389.333
553.535	383.333
553.663	389.658
553.791	387.142
553.919	391.792
554.047	390.383
554.175	387.117
554.303	390.592
554.431	386.700
554.560	387.392
554.688	392.983
554.816	387.875
554.944	389.975
555.072	387.550
555.200	390.625
555.328	388.392
555.456	394.000
555.585	393.142
555.713	386.425
555.841	393.100
555.969	389.050
556.097	397.108
556.225	391.733
556.353	398.083
