70-70-90_at_679.99nm_cut_at_1286.00Y_01.dat
24.01.2024
11:25:42
cut middle at Y: 1286.00
top cursor: 1345 down cursor: 1227 mean of: 118 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	462.339
516.122	443.958
516.250	439.076
516.378	427.449
516.506	433.280
516.635	433.212
516.763	435.364
516.891	438.449
517.019	438.381
517.147	436.000
517.275	440.746
517.403	440.593
517.531	435.008
517.660	433.797
517.788	441.771
517.916	439.136
518.044	436.763
518.172	438.703
518.300	437.814
518.428	437.212
518.556	442.381
518.685	439.797
518.813	440.746
518.941	445.695
519.069	439.178
519.197	444.229
519.325	443.220
519.453	440.992
519.581	448.797
519.710	441.186
519.838	451.780
519.966	452.458
520.094	451.263
520.222	446.941
520.350	452.356
520.478	448.754
520.606	456.466
520.735	451.585
520.863	456.169
520.991	460.669
521.119	457.703
521.247	457.568
521.375	457.525
521.503	463.263
521.631	465.178
521.760	466.958
521.888	461.229
522.016	464.619
522.144	467.068
522.272	467.729
522.400	469.636
522.528	471.898
522.656	469.186
522.785	468.305
522.913	474.153
523.041	469.008
523.169	469.254
523.297	474.644
523.425	475.864
523.553	472.449
523.681	474.492
523.810	477.534
523.938	476.517
524.066	473.746
524.194	476.602
524.322	476.627
524.450	473.653
524.578	474.331
524.706	478.517
524.835	470.610
524.963	477.068
525.091	473.127
525.219	476.254
525.347	471.203
525.475	477.966
525.603	477.534
525.731	475.458
525.860	475.703
525.988	470.441
526.116	473.127
526.244	477.703
526.372	478.186
526.500	472.280
526.628	478.568
526.756	475.212
526.885	478.288
527.013	477.110
527.141	477.822
527.269	476.263
527.397	478.008
527.525	478.661
527.653	476.525
527.781	476.339
527.910	483.864
528.038	482.322
528.166	483.458
528.294	486.288
528.422	481.195
528.550	487.839
528.678	485.847
528.806	489.737
528.935	494.568
529.063	485.339
529.191	493.381
529.319	489.797
529.447	493.407
529.575	494.000
529.703	495.932
529.831	497.415
529.960	492.297
530.088	500.449
530.216	498.153
530.344	494.449
530.472	495.254
530.600	498.754
530.728	497.051
530.856	504.822
530.985	501.186
531.113	499.508
531.241	502.831
531.369	507.695
531.497	501.822
531.625	504.619
531.753	496.915
531.881	508.788
532.010	507.246
532.138	503.136
532.266	498.068
532.394	502.305
532.522	502.992
532.650	502.237
532.778	505.339
532.906	506.508
533.035	511.347
533.163	499.966
533.291	500.475
533.419	498.763
533.547	504.364
533.675	509.042
533.803	498.068
533.931	497.415
534.060	507.000
534.188	503.008
534.316	502.458
534.444	506.720
534.572	505.585
534.700	509.246
534.828	501.754
534.956	507.924
535.085	509.653
535.213	510.856
535.341	507.568
535.469	506.780
535.597	508.763
535.725	509.517
535.853	512.229
535.981	515.025
536.110	513.746
536.238	513.898
536.366	517.441
536.494	517.797
536.622	525.992
536.750	515.161
536.878	523.492
537.006	523.873
537.135	524.602
537.263	519.627
537.391	523.644
537.519	527.839
537.647	531.153
537.775	527.339
537.903	526.102
538.031	529.627
538.160	526.483
538.288	532.000
538.416	535.195
538.544	533.119
538.672	534.314
538.800	531.915
538.928	537.068
539.056	538.788
539.185	533.025
539.313	532.449
539.441	537.763
539.569	536.093
539.697	537.407
539.825	536.864
539.953	535.797
540.081	533.432
540.210	540.746
540.338	538.483
540.466	541.339
540.594	535.856
540.722	539.517
540.850	541.347
540.978	537.153
541.106	536.237
541.235	542.746
541.363	541.085
541.491	539.407
541.619	535.093
541.747	538.424
541.875	539.178
542.003	537.873
542.131	540.492
542.260	542.458
542.388	536.890
542.516	542.432
542.644	539.686
542.772	538.034
542.900	538.898
543.028	542.822
543.156	542.195
543.285	540.576
543.413	542.220
543.541	541.568
543.669	548.924
543.797	546.076
543.925	547.203
544.053	549.686
544.181	543.695
544.310	546.805
544.438	547.703
544.566	548.619
544.694	550.585
544.822	551.864
544.950	550.932
545.078	548.864
545.206	551.924
545.335	555.008
545.463	548.110
545.591	554.288
545.719	552.576
545.847	550.280
545.975	557.110
546.103	556.034
546.231	559.195
546.360	553.678
546.488	550.398
546.616	560.102
546.744	554.314
546.872	560.814
547.000	560.890
547.128	559.703
547.256	559.271
547.385	552.898
547.513	553.254
547.641	557.932
547.769	563.593
547.897	561.602
548.025	565.017
548.153	563.585
548.281	558.203
548.410	563.059
548.538	567.864
548.666	568.780
548.794	569.695
548.922	560.322
549.050	565.280
549.178	565.068
549.306	566.627
549.435	575.186
549.563	563.788
549.691	558.381
549.819	572.034
549.947	569.424
550.075	571.398
550.203	568.992
550.331	568.212
550.460	564.839
550.588	567.610
550.716	569.720
550.844	565.771
550.972	566.119
551.100	566.161
551.228	566.983
551.356	564.915
551.485	563.653
551.613	559.653
551.741	556.839
551.869	560.229
551.997	555.432
552.125	555.432
552.253	556.932
552.381	557.568
552.510	554.508
552.638	551.881
552.766	559.314
552.894	548.169
553.022	550.814
553.150	557.229
553.278	550.331
553.406	550.000
553.535	547.000
553.663	552.703
553.791	556.263
553.919	552.203
554.047	560.390
554.175	551.661
554.303	553.458
554.431	552.059
554.560	553.025
554.688	552.788
554.816	552.398
554.944	556.754
555.072	550.034
555.200	555.271
555.328	553.814
555.456	562.449
555.585	560.195
555.713	553.678
555.841	563.093
555.969	550.763
556.097	559.636
556.225	561.246
556.353	567.288
556.481	560.178
556.610	569.839
556.738	565.822
556.866	565.280
556.994	565.958
557.122	563.424
557.250	574.737
557.378	569.780
557.506	568.153
557.635	565.847
557.763	566.975
557.891	570.534
558.019	574.195
558.147	572.280
558.275	573.178
558.403	575.754
558.531	572.153
558.660	571.932
558.788	576.322
558.916	573.246
559.044	572.000
559.172	574.695
559.300	582.305
559.428	576.576
559.556	583.390
559.685	583.119
559.813	585.034
559.941	583.305
560.069	581.373
560.197	578.102
560.325	583.703
560.453	587.424
560.581	579.958
560.710	582.686
560.838	584.508
560.966	583.746
561.094	585.653
561.222	582.466
561.350	583.644
561.478	578.898
561.606	581.042
561.735	582.678
561.863	575.788
561.991	581.924
562.119	577.627
562.247	581.703
562.375	580.271
562.503	581.381
562.631	580.576
562.760	576.958
562.888	576.364
563.016	579.178
563.144	582.975
563.272	579.475
563.400	570.102
563.528	579.136
563.656	577.441
563.785	578.542
563.913	578.644
564.041	570.686
564.169	579.703
564.297	575.737
564.425	579.475
564.553	577.712
564.681	581.441
564.810	576.000
564.938	579.720
565.066	576.915
565.194	577.864
565.322	578.636
565.450	578.347
565.578	583.466
565.706	578.737
565.835	589.407
565.963	586.441
566.091	577.085
566.219	581.966
566.347	579.271
566.475	583.203
566.603	587.119
566.731	590.788
566.860	588.449
566.988	582.517
567.116	591.644
567.244	593.119
567.372	595.492
567.500	589.305
567.628	589.339
567.756	590.746
567.885	598.873
568.013	604.322
568.141	600.839
568.269	591.347
568.397	601.432
568.525	601.915
568.653	606.093
568.781	607.203
568.910	614.297
569.038	609.237
569.166	603.661
569.294	604.881
569.422	610.941
569.550	611.814
569.678	617.890
569.806	618.102
569.935	613.576
570.063	612.237
570.191	623.331
570.319	614.534
570.447	612.763
570.575	620.788
570.703	623.424
570.831	623.941
570.960	623.788
571.088	625.856
571.216	624.220
571.344	627.432
571.472	626.237
571.600	633.915
571.728	626.890
571.856	636.466
571.985	635.127
572.113	634.729
572.241	632.780
572.369	638.585
572.497	637.195
572.625	641.390
572.753	636.161
572.881	638.492
573.010	634.653
573.138	645.195
573.266	642.441
573.394	641.593
573.522	643.788
573.650	638.127
573.778	640.466
573.906	637.746
574.035	642.627
574.163	640.483
574.291	646.136
574.419	645.195
574.547	642.271
574.675	645.602
574.803	641.034
574.931	642.280
575.060	650.898
575.188	640.127
575.316	646.068
575.444	642.585
575.572	642.992
575.700	642.246
575.828	644.585
575.956	648.161
576.085	647.102
576.213	653.483
576.341	638.992
576.469	648.746
576.597	641.517
576.725	637.619
576.853	639.636
576.981	642.051
577.110	647.415
577.238	646.017
577.366	641.449
577.494	635.186
577.622	643.483
577.750	640.542
577.878	642.093
578.006	646.712
578.135	645.576
578.263	644.517
578.391	650.517
578.519	639.686
578.647	639.814
578.775	640.678
578.903	637.415
579.031	645.814
579.160	641.483
579.288	647.076
579.416	642.602
579.544	638.381
579.672	648.746
579.800	644.263
579.928	647.551
580.056	640.856
580.185	646.280
580.313	642.432
580.441	644.449
580.569	642.958
580.697	643.907
580.825	645.881
580.953	649.305
581.081	647.661
581.210	650.475
581.338	651.542
581.466	656.246
581.594	658.297
581.722	655.161
581.850	646.746
581.978	653.788
582.106	654.780
582.235	654.475
582.363	656.339
582.491	660.068
582.619	650.458
582.747	658.712
582.875	664.525
583.003	663.025
583.131	663.178
583.260	667.915
583.388	668.847
583.516	677.347
583.644	677.771
583.772	675.017
583.900	681.127
584.028	682.169
584.156	674.093
584.285	681.212
584.413	678.373
584.541	687.610
584.669	688.780
584.797	687.771
584.925	691.364
585.053	692.483
585.181	691.729
585.310	692.127
585.438	689.890
585.566	694.551
585.694	700.415
585.822	710.339
585.950	704.695
586.078	707.695
586.206	705.136
586.335	706.364
586.463	707.305
586.591	716.644
586.719	713.898
586.847	712.136
586.975	716.525
587.103	721.873
587.231	711.144
587.360	718.958
587.488	724.432
587.616	718.602
587.744	729.568
587.872	712.619
588.000	723.475
588.128	725.559
588.256	724.653
588.385	729.153
588.513	729.297
588.641	726.653
588.769	731.381
588.897	731.000
589.025	730.483
589.153	730.042
589.281	723.873
589.410	728.076
589.538	729.492
589.666	732.661
589.794	729.271
589.922	734.873
590.050	735.483
590.178	727.102
590.306	734.449
590.435	728.186
590.563	728.153
590.691	738.941
590.819	729.534
590.947	743.432
591.075	728.144
591.203	731.720
591.331	744.051
591.460	743.737
591.588	730.169
591.716	742.297
591.844	739.559
591.972	748.008
592.100	742.169
592.228	739.856
592.356	745.186
592.485	742.559
592.613	741.051
592.741	750.619
592.869	746.703
592.997	749.873
593.125	753.805
593.253	756.585
593.381	752.297
593.510	751.864
593.638	756.720
593.766	750.000
593.894	752.975
594.022	752.271
594.150	758.466
594.278	766.212
594.406	761.169
594.535	763.407
594.663	769.314
594.791	766.619
594.919	766.042
595.047	777.814
595.175	767.195
595.303	767.229
595.431	766.542
595.560	771.602
595.688	777.186
595.816	764.949
595.944	785.373
596.072	782.093
596.200	775.280
596.328	779.441
596.456	780.076
596.585	780.949
596.713	789.059
596.841	777.424
596.969	787.508
597.097	792.068
597.225	789.042
597.353	796.780
597.481	794.839
597.610	799.856
597.738	791.331
597.866	792.288
597.994	800.797
598.122	809.000
598.250	804.610
598.378	803.814
598.506	801.102
598.635	802.186
598.763	808.000
598.891	804.381
599.019	808.576
599.147	803.788
599.275	807.805
599.403	811.661
599.531	808.322
599.660	808.161
599.788	821.424
599.916	814.432
600.044	818.712
600.172	819.856
600.300	825.008
600.428	820.373
600.556	822.686
600.685	828.068
600.813	831.551
600.941	830.703
601.069	830.314
601.197	837.941
601.325	832.246
601.453	837.144
601.581	837.653
601.710	838.593
601.838	848.297
601.966	843.678
602.094	844.517
602.222	841.924
602.350	840.780
602.478	848.958
602.606	859.169
602.735	853.051
602.863	863.475
602.991	862.407
603.119	860.127
603.247	866.500
603.375	863.593
603.503	866.653
603.631	869.119
603.760	872.000
603.888	874.220
604.016	877.127
604.144	870.110
604.272	879.992
604.400	884.364
604.528	877.890
604.656	881.178
604.785	886.347
604.913	897.008
605.041	890.475
605.169	894.381
605.297	892.492
605.425	896.331
605.553	897.992
605.681	893.695
605.810	898.237
605.938	902.559
606.066	899.390
606.194	901.280
606.322	896.754
606.450	910.076
606.578	913.449
606.706	911.856
606.835	911.653
606.963	915.212
607.091	910.839
607.219	915.559
607.347	913.585
607.475	922.398
607.603	917.178
607.731	915.000
607.860	914.424
607.988	914.695
608.116	911.314
608.244	919.068
608.372	912.017
608.500	921.653
608.628	916.873
608.756	915.407
608.885	922.254
609.013	928.805
609.141	922.059
609.269	920.254
609.397	920.576
609.525	921.390
609.653	919.610
609.781	922.797
609.910	917.178
