70-130-90_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:34:48
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	527.681
516.122	504.580
516.250	492.000
516.378	481.790
516.506	488.008
516.635	493.294
516.763	494.420
516.891	495.454
517.019	497.471
517.147	493.412
517.275	497.773
517.403	497.790
517.531	496.504
517.660	496.697
517.788	495.765
517.916	494.092
518.044	492.714
518.172	501.269
518.300	496.462
518.428	495.109
518.556	498.168
518.685	495.487
518.813	498.008
518.941	502.731
519.069	500.202
519.197	501.218
519.325	510.697
519.453	503.824
519.581	509.109
519.710	504.269
519.838	507.134
519.966	508.706
520.094	516.874
520.222	513.193
520.350	515.639
520.478	517.706
520.606	514.706
520.735	515.403
520.863	519.336
520.991	525.361
521.119	524.975
521.247	533.563
521.375	528.151
521.503	532.899
521.631	530.092
521.760	534.563
521.888	535.412
522.016	532.933
522.144	532.613
522.272	531.420
522.400	537.815
522.528	537.555
522.656	536.605
522.785	541.387
522.913	543.076
523.041	533.235
523.169	534.487
523.297	531.857
523.425	540.891
523.553	543.655
523.681	534.571
523.810	542.387
523.938	549.261
524.066	542.782
524.194	536.622
524.322	547.437
524.450	536.059
524.578	531.555
524.706	545.773
524.835	542.118
524.963	544.126
525.091	544.126
525.219	545.269
525.347	542.185
525.475	541.798
525.603	543.849
525.731	546.924
525.860	548.487
525.988	544.059
526.116	541.832
526.244	542.916
526.372	542.605
526.500	540.210
526.628	550.966
526.756	543.235
526.885	548.723
527.013	546.277
527.141	547.420
527.269	547.496
527.397	556.496
527.525	550.513
527.653	552.412
527.781	544.739
527.910	555.067
528.038	552.748
528.166	550.891
528.294	558.807
528.422	551.958
528.550	556.479
528.678	561.261
528.806	559.538
528.935	562.445
529.063	568.042
529.191	563.084
529.319	565.454
529.447	558.723
529.575	566.950
529.703	562.966
529.831	571.286
529.960	567.714
530.088	572.639
530.216	573.143
530.344	574.924
530.472	575.218
530.600	572.714
530.728	576.983
530.856	581.471
530.985	576.882
531.113	575.496
531.241	580.412
531.369	580.084
531.497	581.210
531.625	580.387
531.753	573.546
531.881	580.176
532.010	583.387
532.138	573.975
532.266	571.748
532.394	581.479
532.522	579.151
532.650	578.958
532.778	583.244
532.906	575.731
533.035	575.395
533.163	583.244
533.291	578.353
533.419	572.160
533.547	576.185
533.675	577.160
533.803	575.933
533.931	575.739
534.060	583.361
534.188	579.126
534.316	579.924
534.444	575.529
534.572	574.798
534.700	577.807
534.828	580.672
534.956	590.118
535.085	587.672
535.213	584.857
535.341	581.655
535.469	585.143
535.597	588.555
535.725	596.471
535.853	593.975
535.981	586.059
536.110	596.689
536.238	597.403
536.366	600.639
536.494	596.479
536.622	595.672
536.750	598.605
536.878	605.731
537.006	605.445
537.135	604.454
537.263	606.151
537.391	608.966
537.519	605.882
537.647	613.487
537.775	614.479
537.903	612.168
538.031	615.202
538.160	614.025
538.288	611.765
538.416	616.832
538.544	618.639
538.672	618.437
538.800	619.697
538.928	621.437
539.056	628.664
539.185	626.311
539.313	625.210
539.441	620.882
539.569	623.731
539.697	627.849
539.825	632.000
539.953	624.277
540.081	621.597
540.210	625.008
540.338	628.697
540.466	628.345
540.594	628.445
540.722	621.151
540.850	627.462
540.978	627.462
541.106	628.328
541.235	635.882
541.363	621.882
541.491	632.185
541.619	627.681
541.747	624.891
541.875	630.429
542.003	623.445
542.131	628.151
542.260	635.303
542.388	636.303
542.516	633.151
542.644	631.571
542.772	631.798
542.900	634.588
543.028	635.689
543.156	634.899
543.285	635.580
543.413	634.563
543.541	645.193
543.669	643.798
543.797	635.815
543.925	643.874
544.053	639.008
544.181	642.849
544.310	639.513
544.438	638.538
544.566	640.160
544.694	643.731
544.822	644.395
544.950	642.958
545.078	642.050
545.206	647.521
545.335	649.378
545.463	639.739
545.591	644.832
545.719	644.193
545.847	647.924
545.975	651.588
546.103	651.101
546.231	651.966
546.360	651.202
546.488	658.193
546.616	652.664
546.744	651.378
546.872	651.202
547.000	653.874
547.128	662.160
547.256	654.193
547.385	656.672
547.513	658.252
547.641	662.395
547.769	663.975
547.897	657.101
548.025	670.790
548.153	665.420
548.281	664.412
548.410	665.513
548.538	661.580
548.666	671.521
548.794	660.916
548.922	661.782
549.050	672.891
549.178	671.975
549.306	675.042
549.435	667.798
549.563	673.513
549.691	664.790
549.819	677.824
549.947	671.689
550.075	672.210
550.203	666.975
550.331	665.555
550.460	668.479
550.588	663.563
550.716	676.042
550.844	672.185
550.972	668.319
551.100	663.529
551.228	667.546
551.356	664.571
551.485	663.487
551.613	664.176
551.741	660.143
551.869	652.773
551.997	656.000
552.125	657.092
552.253	659.000
552.381	657.605
552.510	659.950
552.638	657.605
552.766	659.983
552.894	651.588
553.022	655.504
553.150	659.210
553.278	658.647
553.406	654.496
553.535	653.042
553.663	658.597
553.791	649.597
553.919	652.244
554.047	657.370
554.175	658.134
554.303	657.840
554.431	658.403
554.560	660.513
554.688	662.966
554.816	659.908
554.944	660.891
555.072	656.261
555.200	661.042
555.328	657.739
555.456	661.143
555.585	663.429
555.713	669.807
555.841	674.849
555.969	670.899
556.097	672.941
556.225	671.857
556.353	682.899
556.481	671.008
556.610	679.353
556.738	681.017
556.866	688.597
556.994	675.294
557.122	678.008
557.250	680.706
557.378	686.328
557.506	681.462
557.635	687.403
557.763	685.647
557.891	695.798
558.019	679.076
558.147	695.059
558.275	689.731
558.403	695.714
558.531	697.815
558.660	694.218
558.788	703.672
558.916	695.723
559.044	691.034
559.172	697.353
559.300	701.227
559.428	704.235
559.556	706.218
559.685	703.983
559.813	699.790
559.941	694.151
560.069	705.244
560.197	704.739
560.325	710.294
560.453	702.597
560.581	706.782
560.710	707.529
560.838	704.235
560.966	710.941
561.094	715.866
561.222	706.899
561.350	710.286
561.478	701.395
561.606	707.697
561.735	701.429
561.863	701.000
561.991	705.689
562.119	701.193
562.247	703.588
562.375	708.378
562.503	704.487
562.631	703.487
562.760	701.126
562.888	705.025
563.016	701.429
563.144	707.403
563.272	702.454
563.400	697.042
563.528	701.866
563.656	710.891
563.785	702.765
563.913	697.655
564.041	699.874
564.169	705.008
564.297	702.647
564.425	703.689
564.553	710.739
564.681	712.218
564.810	707.622
564.938	710.479
565.066	705.555
565.194	715.193
565.322	709.765
565.450	710.597
565.578	719.924
565.706	712.277
565.835	713.555
565.963	711.790
566.091	712.059
566.219	718.756
566.347	716.151
566.475	719.126
566.603	723.185
566.731	724.496
566.860	720.773
566.988	720.496
567.116	729.109
567.244	732.723
567.372	731.613
567.500	741.563
567.628	732.109
567.756	733.311
567.885	747.622
568.013	745.832
568.141	747.731
568.269	738.034
568.397	738.345
568.525	739.370
568.653	753.983
568.781	751.126
568.910	754.950
569.038	755.076
569.166	747.513
569.294	757.546
569.422	763.748
569.550	763.605
569.678	763.420
569.806	762.008
569.935	760.840
570.063	775.857
570.191	771.395
570.319	777.815
570.447	771.647
570.575	772.983
570.703	777.908
570.831	788.378
570.960	778.471
571.088	788.731
571.216	780.336
571.344	786.697
571.472	784.555
571.600	793.370
571.728	787.227
571.856	788.672
571.985	795.109
572.113	795.361
572.241	799.345
572.369	803.286
572.497	804.462
572.625	804.597
572.753	797.916
572.881	806.538
573.010	801.084
573.138	814.924
573.266	815.714
573.394	817.345
573.522	811.067
573.650	805.487
573.778	812.143
573.906	808.958
574.035	811.286
574.163	814.857
574.291	812.521
574.419	813.025
574.547	822.261
574.675	816.613
574.803	814.992
574.931	815.908
575.060	826.252
575.188	820.235
575.316	816.529
575.444	826.588
575.572	824.076
575.700	818.218
575.828	822.588
575.956	825.471
576.085	814.714
576.213	832.126
576.341	817.185
576.469	821.521
576.597	818.950
576.725	822.218
576.853	819.294
576.981	826.597
577.110	821.151
577.238	825.882
577.366	824.639
577.494	818.454
577.622	821.933
577.750	822.647
577.878	822.059
578.006	832.353
578.135	831.101
578.263	824.681
578.391	837.622
578.519	819.395
578.647	831.235
578.775	822.218
578.903	822.882
579.031	830.521
579.160	825.504
579.288	826.773
579.416	829.773
579.544	829.160
579.672	835.303
579.800	836.840
579.928	833.798
580.056	834.353
580.185	833.933
580.313	834.950
580.441	839.160
580.569	834.353
580.697	829.706
580.825	841.790
580.953	846.059
581.081	847.866
581.210	848.807
581.338	856.303
581.466	857.580
581.594	857.261
581.722	853.193
581.850	854.076
581.978	858.235
582.106	857.630
582.235	869.353
582.363	851.521
582.491	861.672
582.619	861.319
582.747	873.429
582.875	869.303
583.003	877.134
583.131	882.294
583.260	888.311
583.388	885.042
583.516	887.252
583.644	889.034
583.772	888.176
583.900	900.261
584.028	899.840
584.156	892.857
584.285	906.689
584.413	900.681
584.541	908.899
584.669	907.017
584.797	906.966
584.925	915.462
585.053	922.437
585.181	918.496
585.310	920.840
585.438	931.244
585.566	921.487
585.694	941.101
585.822	942.151
585.950	939.218
586.078	947.773
586.206	946.059
586.335	951.193
586.463	945.664
586.591	956.151
586.719	956.731
586.847	961.084
586.975	962.966
587.103	963.756
