90-120-unpol_at_679.99nm_cut_at_1250.00Y_01.dat
24.01.2024
13:31:46
cut middle at Y: 1250.00
top cursor: 1310 down cursor: 1190 mean of: 120 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	738.750
516.122	696.842
516.250	692.208
516.378	671.508
516.506	677.825
516.635	684.800
516.763	688.358
516.891	689.100
517.019	688.358
517.147	690.892
517.275	691.033
517.403	694.408
517.531	684.150
517.660	683.617
517.788	691.867
517.916	686.533
518.044	687.392
518.172	695.550
518.300	696.958
518.428	693.675
518.556	703.942
518.685	695.300
518.813	701.858
518.941	703.792
519.069	707.083
519.197	704.367
519.325	708.050
519.453	706.558
519.581	717.125
519.710	707.108
519.838	718.792
519.966	717.233
520.094	721.233
520.222	715.300
520.350	724.367
520.478	721.200
520.606	727.408
520.735	734.233
520.863	726.583
520.991	739.942
521.119	733.625
521.247	739.875
521.375	738.525
521.503	739.875
521.631	739.633
521.760	747.067
521.888	753.958
522.016	748.250
522.144	744.233
522.272	748.500
522.400	752.650
522.528	763.133
522.656	762.133
522.785	759.292
522.913	764.108
523.041	762.067
523.169	762.025
523.297	759.225
523.425	763.192
523.553	771.617
523.681	761.917
523.810	771.150
523.938	769.192
524.066	771.175
524.194	775.150
524.322	769.067
524.450	762.100
524.578	767.667
524.706	774.425
524.835	768.642
524.963	776.075
525.091	766.600
525.219	765.658
525.347	771.550
525.475	780.208
525.603	775.025
525.731	773.092
525.860	773.358
525.988	769.658
526.116	770.450
526.244	774.592
526.372	772.117
526.500	773.067
526.628	779.225
526.756	776.550
526.885	777.492
527.013	778.775
527.141	776.200
527.269	785.592
527.397	779.683
527.525	785.883
527.653	782.575
527.781	783.050
527.910	789.950
528.038	782.758
528.166	791.117
528.294	788.833
528.422	789.792
528.550	797.100
528.678	797.792
528.806	795.942
528.935	803.833
529.063	793.625
529.191	804.117
529.319	806.450
529.447	802.350
529.575	805.917
529.703	805.742
529.831	816.625
529.960	808.225
530.088	818.492
530.216	807.325
530.344	810.083
530.472	817.500
530.600	818.150
530.728	823.967
530.856	822.100
530.985	821.667
531.113	813.692
531.241	830.008
531.369	824.842
531.497	819.017
531.625	817.783
531.753	819.133
531.881	823.500
532.010	822.667
532.138	823.958
532.266	823.833
532.394	821.017
532.522	812.700
532.650	822.000
532.778	826.675
532.906	815.417
533.035	825.083
533.163	816.758
533.291	819.717
533.419	813.008
533.547	816.292
533.675	823.475
533.803	820.817
533.931	825.667
534.060	821.367
534.188	830.733
534.316	822.358
534.444	811.942
534.572	821.792
534.700	828.042
534.828	822.475
534.956	827.567
535.085	839.267
535.213	837.367
535.341	825.433
535.469	825.233
535.597	845.017
535.725	840.542
535.853	838.550
535.981	838.258
536.110	848.675
536.238	845.425
536.366	848.608
536.494	844.050
536.622	853.142
536.750	848.275
536.878	867.150
537.006	858.417
537.135	864.458
537.263	862.167
537.391	869.808
537.519	864.200
537.647	874.942
537.775	876.117
537.903	870.050
538.031	874.158
538.160	878.067
538.288	880.700
538.416	878.383
538.544	881.842
538.672	884.525
538.800	880.375
538.928	886.708
539.056	894.608
539.185	882.550
539.313	883.433
539.441	890.117
539.569	885.083
539.697	891.483
539.825	893.508
539.953	886.283
540.081	887.017
540.210	895.875
540.338	888.642
540.466	894.933
540.594	894.675
540.722	885.925
540.850	895.100
540.978	894.608
541.106	899.208
541.235	903.367
541.363	891.825
541.491	896.875
541.619	895.833
541.747	899.583
541.875	895.483
542.003	894.142
542.131	898.858
542.260	903.567
542.388	896.383
542.516	902.625
542.644	901.592
542.772	901.917
542.900	897.217
543.028	906.267
543.156	907.983
543.285	911.292
543.413	898.492
543.541	908.433
543.669	910.642
543.797	906.367
543.925	903.117
544.053	908.900
544.181	902.775
544.310	907.767
544.438	906.408
544.566	913.075
544.694	913.133
544.822	914.033
544.950	909.233
545.078	913.817
545.206	910.083
