70-110-unpol_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:32:40
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	1407.479
516.122	1330.513
516.250	1316.445
516.378	1307.092
516.506	1301.756
516.635	1314.513
516.763	1321.748
516.891	1332.815
517.019	1328.126
517.147	1325.597
517.275	1332.529
517.403	1336.908
517.531	1323.899
517.660	1318.622
517.788	1327.336
517.916	1339.681
518.044	1334.529
518.172	1332.899
518.300	1336.815
518.428	1330.193
518.556	1344.076
518.685	1341.613
518.813	1341.697
518.941	1350.034
519.069	1346.513
519.197	1338.244
519.325	1364.739
519.453	1344.176
519.581	1365.765
519.710	1352.286
519.838	1369.109
519.966	1364.832
520.094	1372.462
520.222	1365.748
520.350	1389.143
520.478	1382.824
520.606	1388.084
520.735	1371.412
520.863	1395.000
520.991	1407.076
521.119	1393.840
521.247	1405.723
521.375	1414.126
521.503	1420.160
521.631	1421.210
521.760	1422.092
521.888	1421.168
522.016	1422.723
522.144	1431.849
522.272	1443.782
522.400	1440.353
522.528	1448.782
522.656	1437.807
522.785	1450.866
522.913	1454.924
523.041	1450.017
523.169	1443.118
523.297	1454.647
523.425	1459.202
523.553	1452.218
523.681	1454.193
523.810	1459.782
523.938	1470.731
524.066	1458.899
524.194	1466.681
524.322	1468.496
524.450	1468.731
524.578	1466.042
524.706	1476.588
524.835	1461.168
524.963	1474.882
525.091	1462.597
525.219	1467.462
525.347	1453.328
525.475	1462.454
525.603	1473.134
525.731	1473.857
525.860	1474.807
525.988	1460.655
526.116	1472.227
526.244	1490.151
526.372	1462.000
526.500	1472.151
526.628	1490.916
526.756	1471.563
526.885	1474.185
527.013	1473.521
527.141	1478.420
527.269	1480.454
527.397	1487.403
527.525	1486.966
527.653	1467.017
527.781	1481.445
527.910	1500.899
528.038	1489.874
528.166	1500.345
528.294	1487.151
528.422	1494.941
528.550	1499.042
528.678	1500.370
528.806	1502.555
528.935	1513.824
529.063	1497.597
529.191	1513.370
529.319	1509.857
529.447	1516.639
529.575	1525.815
529.703	1522.689
529.831	1531.092
529.960	1528.487
530.088	1535.277
530.216	1542.723
530.344	1535.815
530.472	1537.496
530.600	1541.933
530.728	1537.445
530.856	1544.261
530.985	1538.630
531.113	1530.277
531.241	1535.916
531.369	1547.739
531.497	1547.319
531.625	1542.378
531.753	1549.294
531.881	1555.664
532.010	1546.378
532.138	1549.588
532.266	1532.563
532.394	1546.605
532.522	1531.378
532.650	1546.605
532.778	1542.815
532.906	1529.277
533.035	1542.176
533.163	1538.815
533.291	1538.084
533.419	1531.613
533.547	1526.126
533.675	1534.891
533.803	1524.420
533.931	1530.160
534.060	1539.731
534.188	1538.395
534.316	1542.487
534.444	1523.714
534.572	1534.378
534.700	1539.050
534.828	1536.034
534.956	1555.202
535.085	1540.008
535.213	1560.605
535.341	1559.294
535.469	1550.487
535.597	1563.521
535.725	1567.261
535.853	1569.235
535.981	1560.210
536.110	1573.193
536.238	1588.672
536.366	1587.235
536.494	1583.992
536.622	1608.185
536.750	1592.378
536.878	1596.580
537.006	1623.513
537.135	1617.059
537.263	1618.126
537.391	1616.782
537.519	1616.008
537.647	1621.235
537.775	1620.143
537.903	1633.513
538.031	1628.899
538.160	1630.916
538.288	1646.353
538.416	1643.891
538.544	1639.496
538.672	1645.101
538.800	1646.261
538.928	1647.605
539.056	1665.361
539.185	1668.815
539.313	1641.908
539.441	1658.975
539.569	1671.941
539.697	1659.387
539.825	1661.017
539.953	1675.840
540.081	1651.000
540.210	1664.983
540.338	1661.034
540.466	1658.748
540.594	1666.714
540.722	1657.176
540.850	1678.126
540.978	1667.244
541.106	1666.235
541.235	1673.706
541.363	1667.706
541.491	1668.345
541.619	1660.597
541.747	1663.361
541.875	1664.840
