90-140-90_at_679.99nm_cut_at_1253.50Y_01.dat
24.01.2024
13:34:07
cut middle at Y: 1253.50
top cursor: 1317 down cursor: 1190 mean of: 127 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	355.228
516.122	341.370
516.250	332.047
516.378	333.465
516.506	330.472
516.635	332.079
516.763	334.496
516.891	334.969
517.019	336.953
517.147	331.417
517.275	333.449
517.403	334.551
517.531	336.197
517.660	332.976
517.788	331.409
517.916	336.551
518.044	334.669
518.172	334.504
518.300	334.110
518.428	333.622
518.556	332.016
518.685	335.102
518.813	335.165
518.941	342.362
519.069	335.969
519.197	340.890
519.325	339.772
519.453	337.740
519.581	342.969
519.710	340.346
519.838	340.732
519.966	339.748
520.094	342.685
520.222	339.622
520.350	343.677
520.478	343.000
520.606	347.150
520.735	341.150
520.863	342.654
520.991	349.362
521.119	348.984
521.247	347.094
521.375	345.291
521.503	351.937
521.631	353.858
521.760	351.213
521.888	352.898
522.016	352.260
522.144	351.677
522.272	356.748
522.400	353.039
522.528	350.063
522.656	356.520
522.785	355.717
522.913	354.559
523.041	356.126
523.169	356.520
523.297	355.575
523.425	359.567
523.553	356.606
523.681	349.276
523.810	356.315
523.938	357.701
524.066	358.205
524.194	359.150
524.322	356.622
524.450	354.961
524.578	356.409
524.706	362.299
524.835	357.299
524.963	358.882
525.091	356.291
525.219	358.094
525.347	359.150
525.475	358.937
525.603	354.717
525.731	356.992
525.860	359.661
525.988	359.740
526.116	352.969
526.244	356.882
526.372	352.606
526.500	357.244
526.628	362.551
526.756	353.984
526.885	362.417
527.013	356.244
527.141	358.323
527.269	358.071
527.397	360.787
527.525	358.268
527.653	353.488
527.781	356.906
527.910	366.150
528.038	361.441
528.166	359.654
528.294	359.811
528.422	357.276
528.550	363.457
528.678	363.047
528.806	367.803
528.935	364.976
529.063	364.945
529.191	366.079
529.319	367.488
529.447	366.118
529.575	369.079
529.703	372.890
529.831	370.866
529.960	368.094
530.088	370.370
530.216	369.622
530.344	367.000
530.472	368.220
530.600	370.323
530.728	371.417
530.856	376.008
530.985	373.291
531.113	369.953
531.241	375.008
531.369	372.693
531.497	373.173
531.625	371.843
531.753	369.598
531.881	378.252
532.010	375.496
532.138	372.795
532.266	368.803
532.394	370.984
532.522	370.559
532.650	369.307
532.778	375.016
532.906	369.685
533.035	374.016
533.163	367.535
533.291	371.551
533.419	367.039
533.547	371.283
533.675	371.835
533.803	374.748
533.931	368.228
534.060	369.512
534.188	371.598
534.316	371.827
534.444	369.205
534.572	369.953
534.700	369.480
534.828	370.638
534.956	370.520
535.085	376.024
535.213	372.874
535.341	373.268
535.469	373.079
535.597	373.220
535.725	377.252
535.853	370.039
535.981	375.630
536.110	377.110
536.238	380.472
536.366	382.858
536.494	378.079
536.622	378.213
536.750	374.528
536.878	383.858
537.006	384.441
537.135	385.213
537.263	378.283
537.391	386.276
537.519	381.906
537.647	385.236
