90-80-unpol_at_679.99nm_cut_at_1253.00Y_01.dat
24.01.2024
13:26:10
cut middle at Y: 1253.00
top cursor: 1313 down cursor: 1193 mean of: 120 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	2600.300
516.122	2445.617
516.250	2423.025
516.378	2393.067
516.506	2395.267
516.635	2397.183
516.763	2410.383
516.891	2425.900
517.019	2419.192
517.147	2413.275
517.275	2420.850
517.403	2421.250
517.531	2416.433
517.660	2411.633
517.788	2414.242
517.916	2436.475
518.044	2426.517
518.172	2432.150
518.300	2443.933
518.428	2431.550
518.556	2429.233
518.685	2434.808
518.813	2433.500
518.941	2449.925
519.069	2451.325
519.197	2451.708
519.325	2455.450
519.453	2461.008
519.581	2459.950
519.710	2461.267
519.838	2466.608
519.966	2471.900
520.094	2473.858
520.222	2469.775
520.350	2480.975
520.478	2497.050
520.606	2498.983
520.735	2498.142
520.863	2508.250
520.991	2520.225
521.119	2511.583
521.247	2525.483
521.375	2532.058
521.503	2547.175
521.631	2559.650
521.760	2550.608
521.888	2559.192
522.016	2559.233
522.144	2559.142
522.272	2565.267
522.400	2575.067
522.528	2596.842
522.656	2587.725
522.785	2595.175
522.913	2600.125
523.041	2606.108
523.169	2590.850
523.297	2607.567
523.425	2607.108
523.553	2605.217
523.681	2592.683
523.810	2614.350
523.938	2619.467
524.066	2611.442
524.194	2607.267
524.322	2610.233
524.450	2623.417
524.578	2606.642
524.706	2610.242
524.835	2605.208
524.963	2622.158
525.091	2614.267
525.219	2629.075
525.347	2622.125
525.475	2613.567
525.603	2626.733
525.731	2625.775
525.860	2621.967
525.988	2608.908
526.116	2618.358
526.244	2630.317
526.372	2595.200
526.500	2625.150
526.628	2627.275
526.756	2626.733
526.885	2633.525
527.013	2624.025
527.141	2634.700
527.269	2622.717
527.397	2632.175
527.525	2633.867
527.653	2620.067
527.781	2641.575
527.910	2638.925
528.038	2636.258
528.166	2668.208
528.294	2643.242
528.422	2665.067
528.550	2645.600
528.678	2657.633
528.806	2667.125
528.935	2673.483
529.063	2663.200
529.191	2655.442
529.319	2683.233
529.447	2674.942
529.575	2674.725
529.703	2670.408
529.831	2681.550
529.960	2683.350
530.088	2678.183
530.216	2674.458
530.344	2683.000
530.472	2690.800
530.600	2681.883
530.728	2695.917
530.856	2691.225
530.985	2695.075
531.113	2674.083
531.241	2673.858
531.369	2687.467
531.497	2679.342
531.625	2689.458
531.753	2679.483
531.881	2690.600
532.010	2689.525
532.138	2682.017
532.266	2673.025
532.394	2676.192
532.522	2666.333
532.650	2674.567
532.778	2673.750
532.906	2668.717
533.035	2661.750
533.163	2661.233
533.291	2660.767
533.419	2653.750
533.547	2648.100
533.675	2648.175
533.803	2659.375
533.931	2635.350
534.060	2658.808
534.188	2638.533
534.316	2640.300
534.444	2638.975
534.572	2632.875
534.700	2639.392
534.828	2653.900
534.956	2647.217
535.085	2654.900
535.213	2680.792
535.341	2669.417
535.469	2664.217
535.597	2677.350
535.725	2679.250
535.853	2686.142
535.981	2678.742
536.110	2689.150
536.238	2703.692
536.366	2706.575
536.494	2704.642
536.622	2718.042
536.750	2719.933
536.878	2721.733
537.006	2732.000
537.135	2742.642
537.263	2739.750
537.391	2758.950
537.519	2743.208
537.647	2751.075
537.775	2756.592
537.903	2768.725
538.031	2771.558
538.160	2788.133
538.288	2786.158
538.416	2785.708
538.544	2774.875
538.672	2794.192
538.800	2781.808
538.928	2802.225
539.056	2807.475
539.185	2804.158
539.313	2789.158
539.441	2792.142
539.569	2820.092
539.697	2810.167
539.825	2821.483
539.953	2814.650
540.081	2797.625
540.210	2798.442
540.338	2811.367
540.466	2799.825
540.594	2814.217
540.722	2809.125
540.850	2829.150
540.978	2809.075
541.106	2811.592
541.235	2815.392
541.363	2793.908
541.491	2807.692
541.619	2792.117
541.747	2780.692
541.875	2796.867
542.003	2791.483
542.131	2803.875
