70-70-unpol_at_679.99nm_cut_at_1286.00Y_01.dat
24.01.2024
11:24:40
cut middle at Y: 1286.00
top cursor: 1345 down cursor: 1227 mean of: 118 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	1151.983
516.122	1088.195
516.250	1070.169
516.378	1062.153
516.506	1066.322
516.635	1070.890
516.763	1076.297
516.891	1084.398
517.019	1087.220
517.147	1083.254
517.275	1090.814
517.403	1088.771
517.531	1081.068
517.660	1085.966
517.788	1087.271
517.916	1088.771
518.044	1086.475
518.172	1089.110
518.300	1097.169
518.428	1094.432
518.556	1095.941
518.685	1102.636
518.813	1098.966
518.941	1104.432
519.069	1111.542
519.197	1093.890
519.325	1111.076
519.453	1103.678
519.581	1124.000
519.710	1117.424
519.838	1124.483
519.966	1127.356
520.094	1129.025
520.222	1117.720
520.350	1142.144
520.478	1150.534
520.606	1154.008
520.735	1148.712
520.863	1146.186
520.991	1164.932
521.119	1157.186
521.247	1161.042
521.375	1167.356
521.503	1168.525
521.631	1169.644
521.760	1164.593
521.888	1178.839
522.016	1175.017
522.144	1184.288
522.272	1185.797
522.400	1189.407
522.528	1198.432
522.656	1204.025
522.785	1208.890
522.913	1208.525
523.041	1205.551
523.169	1202.229
523.297	1205.839
523.425	1215.051
523.553	1207.932
523.681	1211.746
523.810	1222.246
523.938	1219.847
524.066	1217.941
524.194	1222.695
524.322	1214.644
524.450	1224.763
524.578	1207.975
524.706	1235.669
524.835	1219.941
524.963	1234.390
525.091	1221.466
525.219	1237.593
525.347	1229.322
525.475	1231.907
525.603	1228.746
525.731	1236.805
525.860	1233.788
525.988	1227.678
526.116	1217.593
526.244	1232.475
526.372	1218.992
526.500	1232.542
526.628	1251.136
526.756	1230.932
526.885	1243.890
527.013	1231.068
527.141	1238.788
527.269	1233.390
527.397	1245.831
527.525	1251.703
527.653	1246.153
527.781	1254.136
527.910	1256.695
528.038	1261.559
528.166	1262.856
528.294	1259.153
528.422	1252.508
528.550	1263.619
528.678	1275.144
528.806	1272.051
528.935	1275.534
529.063	1273.441
529.191	1280.288
529.319	1288.966
529.447	1285.500
529.575	1284.593
529.703	1279.814
529.831	1295.119
529.960	1290.525
530.088	1290.441
530.216	1301.085
530.344	1297.136
530.472	1303.153
530.600	1307.729
530.728	1316.525
530.856	1309.602
530.985	1321.390
531.113	1306.263
531.241	1312.008
531.369	1324.568
531.497	1311.271
531.625	1318.839
531.753	1311.025
531.881	1327.229
532.010	1323.500
532.138	1314.466
532.266	1319.254
532.394	1319.195
532.522	1303.525
532.650	1317.805
532.778	1333.475
532.906	1316.949
533.035	1325.966
533.163	1317.475
533.291	1317.390
533.419	1304.203
533.547	1326.771
533.675	1323.797
533.803	1307.492
533.931	1320.754
534.060	1314.881
534.188	1321.720
534.316	1326.127
534.444	1319.161
534.572	1324.805
534.700	1325.017
534.828	1324.941
534.956	1339.051
535.085	1334.720
535.213	1336.703
535.341	1347.805
535.469	1339.068
535.597	1347.966
535.725	1358.492
535.853	1357.492
535.981	1357.178
536.110	1370.873
536.238	1383.822
536.366	1381.127
536.494	1376.746
536.622	1386.347
536.750	1383.483
536.878	1385.263
537.006	1390.644
537.135	1403.881
537.263	1412.593
537.391	1405.814
537.519	1405.000
537.647	1424.644
537.775	1410.873
537.903	1423.644
538.031	1426.703
538.160	1423.458
538.288	1428.636
538.416	1432.729
538.544	1419.322
538.672	1439.415
538.800	1444.059
538.928	1438.051
539.056	1461.661
539.185	1440.051
539.313	1439.042
539.441	1459.322
539.569	1444.483
539.697	1452.686
539.825	1451.102
539.953	1455.441
540.081	1448.110
540.210	1457.669
540.338	1462.085
540.466	1470.237
540.594	1473.008
540.722	1437.720
540.850	1472.441
540.978	1463.720
541.106	1466.466
541.235	1482.890
541.363	1457.119
541.491	1465.373
541.619	1463.059
541.747	1474.288
541.875	1469.263
542.003	1470.720
542.131	1477.780
542.260	1477.203
542.388	1475.195
542.516	1487.703
542.644	1490.856
542.772	1488.144
542.900	1480.686
543.028	1497.136
543.156	1497.119
543.285	1491.585
543.413	1499.415
543.541	1499.441
543.669	1502.627
543.797	1508.229
543.925	1504.915
544.053	1503.737
544.181	1512.153
544.310	1501.356
544.438	1498.636
544.566	1499.229
544.694	1521.458
544.822	1514.703
544.950	1514.186
545.078	1519.297
545.206	1512.178
545.335	1529.958
545.463	1520.449
545.591	1520.678
545.719	1531.008
545.847	1518.966
545.975	1519.119
546.103	1519.525
546.231	1526.924
546.360	1543.254
546.488	1540.246
546.616	1535.085
546.744	1537.093
546.872	1537.975
547.000	1551.856
547.128	1537.263
547.256	1543.475
547.385	1536.822
547.513	1540.364
547.641	1542.746
547.769	1549.966
547.897	1550.576
548.025	1552.831
548.153	1569.068
548.281	1553.246
548.410	1555.008
548.538	1565.102
548.666	1565.017
548.794	1558.636
548.922	1570.331
549.050	1565.093
549.178	1559.441
549.306	1574.695
549.435	1586.008
549.563	1578.390
549.691	1573.754
549.819	1576.102
549.947	1590.153
550.075	1583.534
550.203	1571.102
550.331	1575.898
550.460	1583.907
550.588	1582.703
550.716	1593.068
550.844	1580.288
550.972	1570.644
551.100	1574.322
551.228	1579.042
551.356	1566.466
551.485	1581.034
551.613	1570.008
551.741	1556.449
551.869	1556.915
551.997	1556.331
552.125	1560.983
552.253	1567.907
552.381	1560.322
552.510	1563.864
552.638	1551.585
552.766	1564.814
552.894	1548.297
553.022	1556.475
553.150	1556.161
553.278	1552.229
553.406	1548.492
553.535	1550.644
553.663	1555.102
553.791	1552.712
553.919	1558.873
554.047	1554.559
554.175	1547.229
554.303	1553.246
554.431	1547.636
554.560	1552.297
554.688	1563.678
554.816	1552.932
554.944	1564.932
555.072	1560.305
555.200	1566.212
555.328	1556.932
555.456	1576.576
555.585	1565.127
555.713	1576.398
555.841	1578.890
555.969	1562.110
556.097	1584.763
556.225	1575.475
556.353	1603.093
556.481	1582.966
556.610	1604.703
556.738	1593.458
556.866	1604.068
556.994	1586.305
557.122	1594.686
557.250	1603.432
557.378	1617.915
557.506	1608.881
557.635	1600.788
557.763	1617.737
557.891	1630.458
558.019	1609.068
558.147	1630.119
558.275	1620.153
558.403	1632.627
558.531	1637.322
558.660	1626.424
558.788	1632.381
558.916	1628.034
559.044	1628.127
559.172	1633.737
559.300	1650.102
559.428	1646.254
559.556	1642.280
559.685	1646.966
559.813	1642.110
559.941	1652.610
560.069	1645.822
560.197	1651.169
560.325	1662.008
560.453	1649.653
560.581	1656.356
560.710	1650.534
560.838	1655.093
560.966	1645.288
561.094	1662.186
561.222	1654.492
561.350	1640.915
561.478	1647.415
561.606	1658.754
561.735	1650.085
561.863	1646.085
561.991	1647.203
562.119	1639.432
562.247	1644.822
562.375	1642.034
562.503	1659.669
562.631	1642.822
562.760	1642.593
562.888	1659.508
563.016	1644.161
563.144	1642.881
563.272	1645.924
563.400	1636.186
563.528	1650.831
563.656	1661.017
563.785	1657.686
563.913	1656.966
564.041	1633.754
564.169	1663.381
564.297	1654.797
564.425	1648.288
564.553	1675.669
564.681	1669.661
564.810	1663.458
564.938	1668.169
565.066	1657.763
565.194	1675.932
565.322	1692.822
565.450	1679.169
565.578	1689.381
565.706	1678.720
565.835	1696.178
565.963	1695.915
566.091	1683.008
566.219	1687.017
566.347	1695.093
566.475	1686.161
566.603	1700.500
566.731	1702.771
566.860	1725.051
566.988	1700.856
567.116	1729.839
567.244	1726.568
567.372	1735.568
567.500	1735.568
567.628	1735.788
567.756	1734.839
567.885	1751.814
568.013	1750.102
568.141	1763.110
568.269	1766.864
568.397	1752.898
568.525	1755.373
568.653	1769.983
568.781	1772.220
568.910	1800.466
569.038	1789.297
569.166	1780.415
569.294	1786.729
569.422	1797.017
569.550	1796.297
569.678	1800.186
569.806	1798.331
569.935	1801.305
570.063	1814.237
570.191	1824.127
570.319	1824.602
570.447	1823.347
570.575	1823.907
570.703	1830.949
570.831	1842.161
570.960	1836.458
571.088	1839.102
571.216	1839.017
571.344	1843.966
571.472	1853.864
571.600	1859.966
571.728	1851.212
571.856	1857.661
571.985	1873.068
572.113	1873.797
572.241	1869.941
572.369	1887.034
572.497	1889.178
572.625	1891.763
572.753	1879.161
572.881	1893.127
573.010	1895.085
573.138	1913.110
573.266	1898.237
573.394	1910.466
573.522	1911.127
573.650	1918.314
573.778	1909.576
573.906	1904.839
574.035	1903.695
574.163	1909.424
574.291	1910.203
574.419	1925.915
574.547	1937.407
574.675	1942.525
574.803	1937.805
574.931	1929.534
575.060	1955.805
575.188	1931.949
575.316	1935.644
575.444	1943.653
575.572	1951.288
575.700	1930.144
575.828	1952.831
575.956	1955.076
576.085	1940.339
576.213	1956.000
576.341	1941.839
576.469	1953.814
576.597	1936.576
576.725	1945.856
576.853	1940.093
576.981	1945.542
577.110	1941.246
577.238	1960.975
577.366	1945.144
577.494	1950.432
577.622	1945.983
577.750	1970.941
577.878	1950.559
578.006	1972.212
578.135	1966.271
578.263	1963.797
578.391	1975.805
578.519	1972.203
578.647	1976.119
578.775	1977.466
578.903	1960.737
