70-130-unpol_at_679.99nm_cut_at_1283.50Y_01.dat
24.01.2024
11:35:21
cut middle at Y: 1283.50
top cursor: 1343 down cursor: 1224 mean of: 119 lines , 2560 datapoints
wavelength(nm)	intensity[arb. units]
515.994	1271.437
516.122	1195.084
516.250	1176.176
516.378	1171.000
516.506	1166.513
516.635	1189.613
516.763	1177.429
516.891	1191.630
517.019	1193.639
517.147	1193.630
517.275	1195.504
517.403	1205.269
517.531	1186.067
517.660	1189.471
517.788	1193.277
517.916	1212.849
518.044	1191.748
518.172	1191.866
518.300	1197.277
518.428	1193.840
518.556	1199.160
518.685	1206.597
518.813	1210.689
518.941	1215.782
519.069	1211.538
519.197	1208.361
519.325	1217.395
519.453	1213.496
519.581	1233.319
519.710	1217.521
519.838	1232.504
519.966	1229.387
520.094	1229.471
520.222	1236.118
520.350	1244.924
520.478	1256.345
520.606	1256.840
520.735	1255.336
520.863	1260.992
520.991	1270.622
521.119	1266.731
521.247	1270.815
521.375	1282.202
521.503	1291.479
521.631	1280.807
521.760	1283.605
521.888	1293.723
522.016	1299.840
522.144	1293.429
522.272	1308.353
522.400	1312.109
522.528	1317.874
522.656	1306.345
522.785	1311.025
522.913	1334.899
523.041	1319.739
523.169	1315.513
523.297	1329.924
523.425	1326.454
523.553	1330.714
523.681	1321.748
523.810	1331.487
523.938	1344.378
524.066	1332.134
524.194	1341.807
524.322	1333.899
524.450	1330.403
524.578	1329.908
524.706	1345.866
524.835	1329.975
524.963	1343.605
525.091	1334.538
525.219	1338.244
525.347	1335.143
525.475	1342.294
525.603	1341.151
525.731	1346.269
525.860	1351.160
525.988	1338.210
526.116	1336.420
526.244	1340.933
526.372	1343.412
526.500	1351.731
526.628	1359.303
526.756	1341.176
526.885	1349.412
527.013	1342.950
527.141	1357.244
527.269	1359.798
527.397	1362.529
527.525	1357.042
527.653	1366.454
527.781	1348.933
527.910	1372.672
528.038	1378.773
528.166	1378.387
528.294	1375.244
528.422	1369.092
528.550	1377.765
528.678	1370.521
528.806	1391.261
528.935	1387.429
529.063	1403.739
529.191	1386.815
529.319	1408.891
529.447	1402.143
529.575	1399.092
529.703	1410.639
529.831	1416.832
529.960	1414.899
530.088	1407.874
530.216	1420.059
530.344	1418.361
530.472	1427.235
530.600	1427.697
530.728	1428.000
530.856	1414.412
530.985	1427.218
531.113	1419.513
531.241	1433.403
531.369	1434.084
531.497	1422.588
531.625	1436.908
531.753	1421.723
531.881	1438.160
532.010	1434.891
532.138	1419.370
532.266	1440.303
532.394	1431.714
532.522	1424.126
532.650	1444.857
532.778	1439.336
532.906	1428.387
533.035	1437.622
533.163	1428.445
533.291	1432.824
533.419	1419.252
533.547	1423.739
533.675	1421.042
533.803	1418.210
533.931	1441.454
534.060	1423.933
534.188	1428.689
534.316	1446.630
534.444	1426.017
534.572	1439.252
534.700	1441.739
534.828	1436.639
534.956	1460.504
535.085	1451.790
535.213	1454.277
535.341	1466.176
535.469	1455.588
535.597	1471.563
535.725	1469.714
535.853	1472.765
535.981	1477.345
536.110	1492.555
536.238	1482.983
536.366	1488.782
536.494	1479.336
536.622	1506.118
536.750	1492.546
536.878	1516.933
537.006	1515.597
537.135	1512.958
537.263	1507.891
537.391	1521.353
537.519	1525.387
537.647	1529.866
537.775	1529.882
