0.000000	-0.963093
0.033333	-0.963806
0.066667	-0.962889
0.100000	-0.964214
0.133333	-0.965640
0.166667	-0.963806
0.200000	-0.963296
0.233333	-0.963602
0.266667	-0.962481
0.300000	-0.962481
0.333333	-0.963500
0.366667	-0.963093
0.400000	-0.964214
0.433333	-0.963602
0.466667	-0.962277
0.500000	-0.963602
0.533333	-0.963093
0.566667	-0.963093
0.600000	-0.965436
0.633333	-0.964010
0.666667	-0.963195
0.700000	-0.966048
0.733333	-0.967067
0.766667	-0.965640
0.800000	-0.964723
0.833333	-0.966252
0.866667	-0.963195
0.900000	-0.964825
0.933333	-0.964927
0.966667	-0.964112
1.000000	-0.962991
1.033333	-0.961360
1.066667	-0.961768
1.100000	-0.960953
1.133333	-0.963398
1.166667	-0.961972
1.200000	-0.959017
1.233333	-0.960341
1.266667	-0.961666
1.300000	-0.960239
1.333333	-0.956469
1.366667	-0.957590
1.400000	-0.958915
1.433333	-0.957692
1.466667	-0.956673
1.500000	-0.954227
1.533333	-0.955246
1.566667	-0.952393
1.600000	-0.951578
1.633333	-0.950049
1.666667	-0.946279
1.700000	-0.947094
1.733333	-0.942916
1.766667	-0.946177
1.800000	-0.945158
1.833333	-0.946788
1.866667	-0.947705
1.900000	-0.951374
1.933333	-0.952800
1.966667	-0.959322
2.000000	-0.965742
2.033333	-0.972774
2.066667	-0.985613
2.100000	-1.000491
2.133333	-1.018732
2.166667	-1.034629
2.200000	-1.050730
2.233333	-1.067442
2.266667	-1.085072
2.300000	-1.094650
2.333333	-1.101682
2.366667	-1.106879
2.400000	-1.093530
2.433333	-1.079874
2.466667	-1.052768
2.500000	-1.018528
2.533333	-0.973894
2.566667	-0.932012
2.600000	-0.888805
2.633333	-0.842235
2.666667	-0.798110
2.700000	-0.776914
2.733333	-0.763157
2.766667	-0.764992
2.800000	-0.774265
2.833333	-0.794238
2.866667	-0.814211
2.900000	-0.848145
2.933333	-0.885951
2.966667	-0.917847
3.000000	-0.942712
3.033333	-0.968086
3.066667	-0.993766
3.100000	-1.009968
3.133333	-1.022503
3.166667	-1.033101
3.200000	-1.038298
3.233333	-1.039011
3.266667	-1.038094
3.300000	-1.029432
3.333333	-1.024541
3.366667	-1.018528
3.400000	-1.015471
3.433333	-1.010172
3.466667	-1.003752
3.500000	-0.999676
3.533333	-0.993970
3.566667	-0.983168
3.600000	-0.973283
3.633333	-0.964927
3.666667	-0.959118
3.700000	-0.953412
3.733333	-0.946482
3.766667	-0.941387
3.800000	-0.934458
3.833333	-0.929464
3.866667	-0.927019
3.900000	-0.926611
3.933333	-0.928547
3.966667	-0.930687
4.000000	-0.933541
4.033333	-0.937005
4.066667	-0.941183
4.100000	-0.948011
4.133333	-0.951679
4.166667	-0.955959
4.200000	-0.958711
4.233333	-0.965335
4.266667	-0.971856
4.300000	-0.976136
4.333333	-0.981741
4.366667	-0.983983
4.400000	-0.988263
4.433333	-0.992033
4.466667	-0.989893
4.500000	-0.992849
4.533333	-0.991116
4.566667	-0.989588
4.600000	-0.983066
4.633333	-0.978888
4.666667	-0.975321
4.700000	-0.969411
4.733333	-0.965640
4.766667	-0.961360
4.800000	-0.957488
4.833333	-0.954737
4.866667	-0.953819
4.900000	-0.952902
4.933333	-0.951578
4.966667	-0.951578
