-0.000000	-0.951170
0.006667	-0.950864
0.013333	-0.949438
0.020000	-0.949438
0.026667	-0.948215
0.033333	-0.949539
0.040000	-0.950660
0.046667	-0.946380
0.053333	-0.945973
0.060000	-0.946177
0.066667	-0.945973
0.073333	-0.943833
0.080000	-0.943935
0.086667	-0.944139
0.093333	-0.942100
0.100000	-0.942814
0.106667	-0.941795
0.113333	-0.940266
0.120000	-0.940062
0.126667	-0.941081
0.133333	-0.939960
0.140000	-0.938228
0.146667	-0.943833
0.153333	-0.939247
0.160000	-0.938738
0.166667	-0.939553
0.173333	-0.940266
0.180000	-0.940266
0.186667	-0.938432
0.193333	-0.939247
0.200000	-0.939349
0.206667	-0.940674
0.213333	-0.941999
0.220000	-0.942304
0.226667	-0.943935
0.233333	-0.942304
0.240000	-0.946177
0.246667	-0.943629
0.253333	-0.944750
0.260000	-0.946686
0.266667	-0.949234
0.273333	-0.946992
0.280000	-0.947603
0.286667	-0.949336
0.293333	-0.947909
0.300000	-0.949539
0.306667	-0.951476
0.313333	-0.952291
0.320000	-0.952698
0.326667	-0.951883
0.333333	-0.951170
0.340000	-0.952393
0.346667	-0.955450
0.353333	-0.955348
0.360000	-0.955654
0.366667	-0.954125
0.373333	-0.955348
0.380000	-0.955959
0.386667	-0.956571
0.393333	-0.956469
0.400000	-0.960239
0.406667	-0.959118
0.413333	-0.960953
0.420000	-0.960036
0.426667	-0.962379
0.433333	-0.962176
0.440000	-0.962277
0.446667	-0.962277
0.453333	-0.963398
0.460000	-0.963296
0.466667	-0.965538
0.473333	-0.967067
0.480000	-0.966150
0.486667	-0.966863
0.493333	-0.967576
0.500000	-0.967678
0.506667	-0.966557
0.513333	-0.970124
0.520000	-0.970837
0.526667	-0.973079
0.533333	-0.972672
0.540000	-0.973079
0.546667	-0.974914
0.553333	-0.974914
0.560000	-0.977053
0.566667	-0.975627
0.573333	-0.975219
0.580000	-0.975321
0.586667	-0.976238
0.593333	-0.975321
0.600000	-0.977971
0.606667	-0.976850
0.613333	-0.979499
0.620000	-0.978378
0.626667	-0.977359
0.633333	-0.981130
0.640000	-0.979907
0.646667	-0.980722
0.653333	-0.981028
0.660000	-0.982556
0.666667	-0.983473
0.673333	-0.984391
0.680000	-0.984594
0.686667	-0.980620
0.693333	-0.985002
0.700000	-0.985613
0.706667	-0.983473
0.713333	-0.986429
0.720000	-0.985308
0.726667	-0.985308
0.733333	-0.987040
0.740000	-0.985002
0.746667	-0.985410
0.753333	-0.984492
0.760000	-0.987346
0.766667	-0.984492
0.773333	-0.984391
0.780000	-0.983677
0.786667	-0.983270
0.793333	-0.981333
0.800000	-0.982556
0.806667	-0.982352
0.813333	-0.982352
0.820000	-0.982658
0.826667	-0.981435
0.833333	-0.982047
0.840000	-0.982047
0.846667	-0.980722
0.853333	-0.978480
0.860000	-0.979397
0.866667	-0.980314
0.873333	-0.976340
0.880000	-0.977665
0.886667	-0.975117
0.893333	-0.975423
0.900000	-0.976340
0.906667	-0.973894
0.913333	-0.975729
0.920000	-0.974200
0.926667	-0.971856
0.933333	-0.973691
0.940000	-0.972774
0.946667	-0.969716
0.953333	-0.972672
0.960000	-0.969105
0.966667	-0.970939
0.973333	-0.969513
0.980000	-0.970124
0.986667	-0.966761
0.993333	-0.969411
1.000000	-0.967882
1.006667	-0.966048
1.013333	-0.965335
1.020000	-0.960953
1.026667	-0.964010
1.033333	-0.963602
1.040000	-0.961972
1.046667	-0.961564
1.053333	-0.960647
1.060000	-0.959832
1.066667	-0.958201
1.073333	-0.959017
1.080000	-0.959832
1.086667	-0.958303
1.093333	-0.956571
1.100000	-0.956673
1.106667	-0.956469
1.113333	-0.956469
1.120000	-0.958099
1.126667	-0.959118
1.133333	-0.957182
1.140000	-0.956061
1.146667	-0.957284
1.153333	-0.957386
1.160000	-0.956163
1.166667	-0.957794
1.173333	-0.957080
1.180000	-0.958099
1.186667	-0.958609
1.193333	-0.958915
1.200000	-0.956978
1.206667	-0.957997
1.213333	-0.957488
1.220000	-0.959424
1.226667	-0.957997
1.233333	-0.958303
1.240000	-0.956978
1.246667	-0.957590
1.253333	-0.959118
1.260000	-0.958711
1.266667	-0.957590
1.273333	-0.956673
1.280000	-0.957794
1.286667	-0.959017
1.293333	-0.956469
1.300000	-0.957080
1.306667	-0.955756
1.313333	-0.957182
1.320000	-0.959730
1.326667	-0.955450
1.333333	-0.956469
1.340000	-0.956571
1.346667	-0.958609
1.353333	-0.956469
1.360000	-0.957692
1.366667	-0.957386
1.373333	-0.956978
1.380000	-0.959118
1.386667	-0.957284
1.393333	-0.958201
1.400000	-0.958813
1.406667	-0.958915
1.413333	-0.958813
1.420000	-0.956469
1.426667	-0.958405
1.433333	-0.958507
1.440000	-0.960545
1.446667	-0.958813
1.453333	-0.961564
1.460000	-0.958813
1.466667	-0.960749
1.473333	-0.961666
1.480000	-0.960545
1.486667	-0.959934
1.493333	-0.960036
1.500000	-0.960443
1.506667	-0.958711
1.513333	-0.961258
1.520000	-0.959017
1.526667	-0.959730
1.533333	-0.960036
1.540000	-0.960137
1.546667	-0.958099
1.553333	-0.961360
1.560000	-0.959730
1.566667	-0.958915
1.573333	-0.959322
1.580000	-0.960036
1.586667	-0.959322
1.593333	-0.961870
1.600000	-0.962176
1.606667	-0.960239
1.613333	-0.962277
1.620000	-0.962889
1.626667	-0.960545
1.633333	-0.964214
1.640000	-0.961972
1.646667	-0.964621
1.653333	-0.963704
1.660000	-0.962583
1.666667	-0.963296
1.673333	-0.965640
1.680000	-0.965844
1.686667	-0.964417
1.693333	-0.964417
1.700000	-0.965029
1.706667	-0.966761
