-1.09897E-11	-0.963093	
0.00666667	-0.963908	
0.0133333	-0.962481	
0.02	-0.964723	
0.0266667	-0.962074	
0.0333333	-0.964112	
0.04	-0.96187	
0.0466667	-0.9635	
0.0533333	-0.963195	
0.06	-0.960545	
0.0666667	-0.962176	
0.0733333	-0.962379	
0.08	-0.963806	
0.0866667	-0.961666	
0.0933333	-0.960341	
0.1	-0.962176	
0.106667	-0.962277	
0.113333	-0.961564	
0.12	-0.962176	
0.126667	-0.962685	
0.133333	-0.962991	
0.14	-0.96401	
0.146667	-0.963296	
0.153333	-0.962379	
0.16	-0.962176	
0.166667	-0.963398	
0.173333	-0.964316	
0.18	-0.962889	
0.186667	-0.964316	
0.193333	-0.962889	
0.2	-0.964723	
0.206667	-0.964621	
0.213333	-0.962481	
0.22	-0.962991	
0.226667	-0.963093	
0.233333	-0.963908	
0.24	-0.96187	
0.246667	-0.962583	
0.253333	-0.961666	
0.26	-0.963398	
0.266667	-0.963806	
0.273333	-0.96136	
0.28	-0.960239	
0.286667	-0.961972	
0.293333	-0.960036	
0.3	-0.962074	
0.306667	-0.961462	
0.313333	-0.960341	
0.32	-0.962074	
0.326667	-0.961972	
0.333333	-0.96136	
0.34	-0.961055	
0.346667	-0.960647	
0.353333	-0.960545	
0.36	-0.961768	
0.366667	-0.962991	
0.373333	-0.963093	
0.38	-0.962889	
0.386667	-0.963908	
0.393333	-0.962481	
0.4	-0.963296	
0.406667	-0.963704	
0.413333	-0.964621	
0.42	-0.965131	
0.426667	-0.963806	
0.433333	-0.962787	
0.44	-0.964621	
0.446667	-0.9635	
0.453333	-0.962991	
0.46	-0.964927	
0.466667	-0.963296	
0.473333	-0.962074	
0.48	-0.962074	
0.486667	-0.962583	
0.493333	-0.962379	
0.5	-0.965029	
0.506667	-0.962889	
0.513333	-0.963704	
0.52	-0.96136	
0.526667	-0.96401	
0.533333	-0.9635	
0.54	-0.961768	
0.546667	-0.961462	
0.553333	-0.962787	
0.56	-0.964621	
0.566667	-0.962685	
0.573333	-0.962074	
0.58	-0.960749	
0.586667	-0.960953	
0.593333	-0.961666	
0.6	-0.962481	
0.606667	-0.962277	
0.613333	-0.961055	
0.62	-0.962583	
0.626667	-0.961258	
0.633333	-0.963398	
0.64	-0.963093	
0.646667	-0.964621	
0.653333	-0.96136	
0.66	-0.961156	
0.666667	-0.964417	
0.673333	-0.964112	
0.68	-0.963806	
0.686667	-0.964621	
0.693333	-0.964621	
0.7	-0.962379	
0.706667	-0.962379	
0.713333	-0.961666	
0.72	-0.965029	
0.726667	-0.96401	
0.733333	-0.962685	
0.74	-0.962787	
0.746667	-0.960953	
0.753333	-0.962074	
0.76	-0.961564	
0.766667	-0.960749	
0.773333	-0.962176	
0.78	-0.961258	
0.786667	-0.961564	
0.793333	-0.961156	
0.8	-0.959322	
0.806667	-0.960545	
0.813333	-0.961564	
0.82	-0.961462	
0.826667	-0.960545	
0.833333	-0.960647	
0.84	-0.961156	
0.846667	-0.96136	
0.853333	-0.961666	
0.86	-0.959322	
0.866667	-0.959628	
0.873333	-0.960545	
0.88	-0.960545	
0.886667	-0.961156	
0.893333	-0.960137	
0.9	-0.960647	
0.906667	-0.961156	
0.913333	-0.959526	
0.92	-0.960749	
0.926667	-0.960443	
0.933333	-0.962277	
0.94	-0.961462	
