"Record Length"	100002	"Points"	-0.024100411	-0.0434044
"Sample Interval"	5e-007	s	-0.024099911	-0.0434044
"Trigger Point"	48200	"Samples"	-0.024099411	-0.0370046
"Trigger Time"	0.822647	s	-0.024098911	-0.0418044
			-0.024098411	-0.0418044
"Horizontal Offset"	-0.0241004	s	-0.024097911	-0.0386045
			-0.024097411	-0.0386045
			-0.024096911	-0.0386045
			-0.024096411	-0.0354047
			-0.024095911	-0.0386045
			-0.024095411	-0.0434044
			-0.024094911	-0.0354047
			-0.024094411	-0.0418044
			-0.024093911	-0.0386045
			-0.024093411	-0.0386045
			-0.024092911	-0.0418044
			-0.024092411	-0.0402045
			-0.024091911	-0.0386045
			-0.024091411	-0.0418044
			-0.024090911	-0.0370046
			-0.024090411	-0.0402045
			-0.024089911	-0.0386045
			-0.024089411	-0.0402045
			-0.024088911	-0.0370046
			-0.024088411	-0.0386045
			-0.024087911	-0.0402045
			-0.024087411	-0.0402045
			-0.024086911	-0.0402045
			-0.024086411	-0.0402045
			-0.024085911	-0.0418044
			-0.024085411	-0.0370046
			-0.024084911	-0.0418044
			-0.024084411	-0.0386045
			-0.024083911	-0.0386045
			-0.024083411	-0.0402045
			-0.024082911	-0.0386045
			-0.024082411	-0.0402045
			-0.024081911	-0.0386045
			-0.024081411	-0.0370046
			-0.024080911	-0.0386045
			-0.024080411	-0.0418044
			-0.024079911	-0.0370046
			-0.024079411	-0.0370046
			-0.024078911	-0.0386045
			-0.024078411	-0.0386045
			-0.024077911	-0.0370046
			-0.024077411	-0.0418044
			-0.024076911	-0.0370046
			-0.024076411	-0.0386045
			-0.024075911	-0.0402045
			-0.024075411	-0.0386045
			-0.024074911	-0.0386045
			-0.024074411	-0.0386045
			-0.024073911	-0.0370046
			-0.024073411	-0.0402045
			-0.024072911	-0.0386045
			-0.024072411	-0.0370046
			-0.024071911	-0.0370046
			-0.024071411	-0.0402045
			-0.024070911	-0.0354047
			-0.024070411	-0.0386045
			-0.024069911	-0.0370046
			-0.024069411	-0.0370046
			-0.024068911	-0.0370046
			-0.024068411	-0.0402045
			-0.024067911	-0.0354047
			-0.024067411	-0.0370046
			-0.024066911	-0.0418044
			-0.024066411	-0.0370046
			-0.024065911	-0.0370046
			-0.024065411	-0.0402045
			-0.024064911	-0.0370046
			-0.024064411	-0.0370046
			-0.024063911	-0.0386045
			-0.024063411	-0.0386045
			-0.024062911	-0.0354047
			-0.024062411	-0.0418044
			-0.024061911	-0.0370046
			-0.024061411	-0.0370046
			-0.024060911	-0.0386045
			-0.024060411	-0.0386045
			-0.024059911	-0.0370046
			-0.024059411	-0.0386045
			-0.024058911	-0.0354047
			-0.024058411	-0.0370046
			-0.024057911	-0.0370046
			-0.024057411	-0.0338047
			-0.024056911	-0.0354047
			-0.024056411	-0.0370046
